Genus_name	Division_name
Spilomela	Invertebrates
Synomera	Invertebrates
Tarchon	Invertebrates
Thioscelis	Invertebrates
Thoscora	Invertebrates
Tortriculladia	Invertebrates
Trogotorna	Invertebrates
Xanthophyto	Invertebrates
Zanclodes	Invertebrates
'Vicia	Bacteria
'Cicer	Bacteria
Butomopsis	Plants and Fungi
Rhyssaloides	Invertebrates
Syngnathinae	Vertebrates
Broxylus	Invertebrates
Sulabanus	Invertebrates
Wakarumbia	Invertebrates
Xylobanus	Invertebrates
Mangkutanus	Invertebrates
Sinobirma	Invertebrates
Mesopristes	Vertebrates
Dysgonia	Invertebrates
Aplota	Invertebrates
Crassa	Invertebrates
Epagoge	Invertebrates
Eudemis	Invertebrates
Euplocamus	Invertebrates
Goidanichiana	Invertebrates
Herrichia	Invertebrates
Homaloxestis	Invertebrates
Metalampra	Invertebrates
Metasia	Invertebrates
Ocnerostoma	Invertebrates
Paracorsia	Invertebrates
Phycitodes	Invertebrates
Pseudargyrotoza	Invertebrates
Pseudatemelia	Invertebrates
Pseudohermenias	Invertebrates
Rhyacionia	Invertebrates
Tephronia	Invertebrates
Zeuzera	Invertebrates
Cymatophorima	Invertebrates
Glossodice	Invertebrates
Teleiodes	Invertebrates
Anarsia	Invertebrates
Apatema	Invertebrates
Assara	Invertebrates
Athrips	Invertebrates
Bijugis	Invertebrates
Cedestis	Invertebrates
Eccopisa	Invertebrates
Endotricha	Invertebrates
Eudarcia	Invertebrates
Eulamprotes	Invertebrates
Eumasia	Invertebrates
Euzophera	Invertebrates
Griposia	Invertebrates
Haplochrois	Invertebrates
Hypsopygia	Invertebrates
Infurcitinea	Invertebrates
Klimeschiopsis	Invertebrates
Laodamia	Invertebrates
Matilella	Invertebrates
Mirificarma	Invertebrates
Monochroa	Invertebrates
Narycia	Invertebrates
Neofaculta	Invertebrates
Ocneria	Invertebrates
Ortholepis	Invertebrates
Pempeliella	Invertebrates
Phiaris	Invertebrates
Phycita	Invertebrates
Piniphila	Invertebrates
Blastesthia	Invertebrates
Psoricoptera	Invertebrates
Rhigognostis	Invertebrates
Salebriopsis	Invertebrates
Spatalia	Invertebrates
Stemmatophora	Invertebrates
Stenolechia	Invertebrates
Symmoca	Invertebrates
Palumbina	Invertebrates
Rheumatobates	Invertebrates
Halobatopsis	Invertebrates
Myllocerus	Invertebrates
Viridibacterium	Bacteria
Acrolophidae	Invertebrates
Blastobasinae	Invertebrates
Bombycidae	Invertebrates
Choreutidae	Invertebrates
Cossidae	Invertebrates
Crambinae	Invertebrates
Dalceridae	Invertebrates
Epipyropidae	Invertebrates
Gelechiidae	Invertebrates
Lasiocampidae	Invertebrates
Lymantriidae	Invertebrates
Megalopygidae	Invertebrates
Mimallonidae	Invertebrates
Nolidae	Invertebrates
Olethreutinae	Invertebrates
Opostegidae	Invertebrates
Pyraustinae	Invertebrates
Scopariinae	Invertebrates
Spilomelinae	Invertebrates
Stenomatinae	Invertebrates
Thyrididae	Invertebrates
Epipleminae	Invertebrates
Urodidae	Invertebrates
Zygaenidae	Invertebrates
Chrysowaernella	Plants and Fungi
Copelandia	Plants and Fungi
Vicicitus	Plants and Fungi
Antipodarctus	Invertebrates
Crenarctus	Invertebrates
Gibbularctus	Invertebrates
Remiarctus	Invertebrates
Arctides	Invertebrates
Evibacus	Invertebrates
Chrysoreinhardia	Plants and Fungi
Automerina	Invertebrates
Catacantha	Invertebrates
Citioica	Invertebrates
Paradaemonia	Invertebrates
Death	Viruses
Gorgonidia	Invertebrates
Ecpyrrhorrhoe	Invertebrates
Parachronistis	Invertebrates
Rileyiana	Invertebrates
Australocamptus	Invertebrates
Dussartstenocaris	Invertebrates
Elaphoidella	Invertebrates
Kinnecaris	Invertebrates
Parastenocaris	Invertebrates
Cubaia	Invertebrates
Amecocerus	Invertebrates
Amecomycter	Invertebrates
Brachidia	Invertebrates
Dromanthomorphus	Invertebrates
Hylodanacaea	Invertebrates
Listrocerus	Invertebrates
Melyris	Invertebrates
Microjulistus	Invertebrates
Prionocerus	Invertebrates
Kauriphanes	Invertebrates
Xanthoriicola	Plants and Fungi
Portiera	Bacteria
Segeticoccus	Bacteria
Agriterribacter	Bacteria
Dendrosotinus	Invertebrates
Doryctopambolus	Invertebrates
Neocallimastigomycota	Plants and Fungi
Marisma	Viruses
Neopodospongia	Invertebrates
Euechinoidea	Invertebrates
Acanthocidaris	Invertebrates
Histocidaris	Invertebrates
Plococidaris	Invertebrates
Stylocidaris	Invertebrates
Tylocidaris	Invertebrates
Maretia	Invertebrates
Callipogon	Invertebrates
Conoideocrella	Plants and Fungi
Sungia	Plants and Fungi
Orbiocrella	Plants and Fungi
Tubulinida	Invertebrates
Callacanthis	Vertebrates
Chaunoproctus	Vertebrates
Paenirhodobacter	Bacteria
Rhodopechys	Vertebrates
Rhynchostruthus	Vertebrates
Posavirus	Viruses
Po-Circo-like	Viruses
Agaristinae	Invertebrates
Amerila	Invertebrates
Amphipyrinae	Invertebrates
Anthomyiidae	Invertebrates
Anthomyzidae	Invertebrates
Apatelodinae	Invertebrates
Aphodiinae	Invertebrates
Arctiinae	Invertebrates
Ardonea	Invertebrates
Asteroidea	Invertebrates
Astropectinidae	Invertebrates
Autochloris	Invertebrates
Automolis	Invertebrates
Calliphoridae	Invertebrates
Callisthenia	Invertebrates
Calonotos	Invertebrates
Caryatis	Invertebrates
Erebidae	Invertebrates
Chamaemyiidae	Invertebrates
Chydoridae	Invertebrates
Cratoplastis	Invertebrates
Cresera	Invertebrates
Cryptophagidae	Invertebrates
Cyana	Invertebrates
Danainae	Invertebrates
Daphniidae	Invertebrates
Diarhabdosia	Invertebrates
Dioptinae	Invertebrates
Dipaenae	Invertebrates
Doradidae	Vertebrates
Dryophthoridae	Invertebrates
Echinometridae	Invertebrates
Acrostatheusis	Invertebrates
Androzeugma	Invertebrates
Antheua	Invertebrates
Archichlora	Invertebrates
Arrhenophanes	Invertebrates
Auchenisa	Invertebrates
Balacra	Invertebrates
Betola	Invertebrates
Buzura	Invertebrates
Colocleora	Invertebrates
Cryptochrostis	Invertebrates
Dalla	Invertebrates
Diagrapta	Invertebrates
Dolichosomastis	Invertebrates
Drassyllus	Invertebrates
Drepatelodes	Invertebrates
Drepanidae	Invertebrates
Ennominae	Invertebrates
Eriocottidae	Invertebrates
Eriostepta	Invertebrates
Euchromia	Invertebrates
Geometrinae	Invertebrates
Glossosomatidae	Invertebrates
Herminiinae	Invertebrates
Hydroptilidae	Invertebrates
Hypocharis	Invertebrates
Lecithoceridae	Invertebrates
Epanaphe	Invertebrates
Epeiromulona	Invertebrates
Eulycia	Invertebrates
Gastroplakaeis	Invertebrates
Gonobombyx	Invertebrates
Goodgeria	Invertebrates
Lechriolepis	Invertebrates
Lepidosira	Invertebrates
Limacodinae	Invertebrates
Magulacra	Invertebrates
Marmax	Invertebrates
Mimalloninae	Invertebrates
Naroma	Invertebrates
Noctuinae	Invertebrates
Nodozana	Invertebrates
Notodontidae	Invertebrates
Nystaleinae	Invertebrates
Octolasium	Invertebrates
Oecophorinae	Invertebrates
Ophiderinae	Invertebrates
Pardomima	Invertebrates
Perilampidae	Invertebrates
Phalerinae	Invertebrates
Platypezidae	Invertebrates
Psychidae	Invertebrates
Opisthodontia	Invertebrates
Pachypasa	Invertebrates
Philtronoma	Invertebrates
Pitthea	Invertebrates
Rhodogonia	Invertebrates
Sagaropsis	Invertebrates
Scatopsidae	Invertebrates
Strephonota	Invertebrates
Striglininae	Invertebrates
Tanadema	Invertebrates
Xyleninae	Invertebrates
Racinoa	Invertebrates
Soloe	Invertebrates
Sphingomima	Invertebrates
Spinulata	Invertebrates
Timana	Invertebrates
Tricentra	Invertebrates
Trosiinae	Invertebrates
Zeuctoboarmia	Invertebrates
Equicapillimyces	Plants and Fungi
Ussuri	Viruses
Cerapterocerus	Invertebrates
Parasecodella	Invertebrates
Polynema	Invertebrates
Pronotalia	Invertebrates
Cea	Invertebrates
Prestwichia	Invertebrates
Celmia	Invertebrates
Laeosopis	Invertebrates
Incestophantes	Invertebrates
Agroeca	Invertebrates
Allomengea	Invertebrates
Arctella	Invertebrates
Ceraticelus	Invertebrates
Ceratinella	Invertebrates
Cliniodes	Invertebrates
Cnephalocotes	Invertebrates
Detritivora	Invertebrates
Dismodicus	Invertebrates
Gamelioides	Invertebrates
Gegenes	Invertebrates
Haplodrassus	Invertebrates
Hypomma	Invertebrates
Hypselistes	Invertebrates
Improphantes	Invertebrates
Islandiana	Invertebrates
Kaestneria	Invertebrates
Magava	Invertebrates
Mecynargus	Invertebrates
Megalepthyphantes	Invertebrates
Mermessus	Invertebrates
Metopobactrus	Invertebrates
Micaria	Invertebrates
Neodiphthera	Invertebrates
Neospintharus	Invertebrates
Oreonetides	Invertebrates
Pelecopsis	Invertebrates
Phlattothrata	Invertebrates
Phrurotimpus	Invertebrates
Pocadicnemis	Invertebrates
Pseudautomeris	Invertebrates
Satilatlas	Invertebrates
Sciastes	Invertebrates
Scotinotylus	Invertebrates
Scyletria	Invertebrates
Souessa	Invertebrates
Syntherata	Invertebrates
Tiso	Invertebrates
Tunagyna	Invertebrates
Wabasso	Invertebrates
Matsumuraeses	Invertebrates
Stegodexamene	Invertebrates
Diplectanocotyla	Invertebrates
Fenerivia	Plants and Fungi
Pseudosyrtis	Invertebrates
Phiala	Invertebrates
Pseudocollinia	Invertebrates
Aculepeira	Invertebrates
Barbasphecia	Invertebrates
Belonophago	Vertebrates
Leptophrys	Invertebrates
Eridantes	Invertebrates
Estrandia	Invertebrates
Eugnathichthys	Vertebrates
Hirpida	Invertebrates
Horcotes	Invertebrates
Hyphilaria	Invertebrates
Mesoborus	Vertebrates
Phymatopus	Invertebrates
Poeciloneta	Invertebrates
Rastrineobola	Vertebrates
Sanagia	Vertebrates
Scylaceus	Invertebrates
Solus	Invertebrates
Tennesseellum	Invertebrates
Tmeticus	Invertebrates
Lemaireia	Invertebrates
Sufflogobius	Vertebrates
Leptoglanis	Vertebrates
Leucotela	Invertebrates
Eudulophasia	Invertebrates
Alocodera	Invertebrates
Quadrulella	Invertebrates
Oxuderces	Vertebrates
Anopetia	Vertebrates
Clytolaema	Vertebrates
Compsothraupis	Vertebrates
Jacamerops	Vertebrates
Rhopias	Vertebrates
Meloimorpha	Invertebrates
Trochilus	Vertebrates
Meriderma	Invertebrates
Paradoxoglanis	Vertebrates
Gondogeneia	Invertebrates
Paroncheilus	Vertebrates
Archinotodelphys	Invertebrates
Catiniidae	Invertebrates
Holobomolochus	Invertebrates
Misophria	Invertebrates
Misophriopsis	Invertebrates
Astericola	Invertebrates
Catinia	Invertebrates
Clausidium	Invertebrates
Clavisodalis	Invertebrates
Doridicola	Invertebrates
Hemicyclops	Invertebrates
Irodes	Invertebrates
Lichomolgus	Invertebrates
Mecomerinx	Invertebrates
Notodelphys	Invertebrates
Taeniacanthus	Invertebrates
Umazuracola	Invertebrates
Alphaproteobacteria	Bacteria
Gibbocarina	Invertebrates
Certesella	Invertebrates
Deamia	Plants and Fungi
Sellocharis	Plants and Fungi
Cadarena	Invertebrates
Macrargus	Invertebrates
Stemorrhages	Invertebrates
Tapinocyba	Invertebrates
Hackmania	Invertebrates
Meroleuca	Invertebrates
Baryphyma	Invertebrates
Argyrogrammana	Invertebrates
Cicia	Invertebrates
Eudyaria	Invertebrates
Grammopelta	Invertebrates
Hilaira	Invertebrates
Mallocampa	Invertebrates
Micragone	Invertebrates
Psilopygoides	Invertebrates
Thargella	Invertebrates
Zornella	Invertebrates
Halorates	Invertebrates
Stenoglene	Invertebrates
Grasseiana	Invertebrates
Mesopotamichthys	Vertebrates
Rerduovirus	Phages
Stephanothrips	Invertebrates
Scironis	Invertebrates
Scotinella	Invertebrates
Talavera	Invertebrates
Trebacosa	Invertebrates
Streptocara	Invertebrates
Lepidodes	Invertebrates
Thagona	Invertebrates
Holissus	Invertebrates
Hygrocrates	Invertebrates
Parachtes	Invertebrates
Opistobranchia	Viruses
Drepanoblemma	Invertebrates
Berberodes	Invertebrates
Boryzops	Invertebrates
Catephiodes	Invertebrates
Cymatophoropsis	Invertebrates
Gabara	Invertebrates
Habershonia	Invertebrates
Ilsea	Invertebrates
Lephana	Invertebrates
Palyas	Invertebrates
Palyna	Invertebrates
Peteroma	Invertebrates
Phyle	Invertebrates
Psammathodoxa	Invertebrates
Psychocampa	Invertebrates
Strathocles	Invertebrates
Triommatodes	Invertebrates
Clapra	Invertebrates
Bryolymnia	Invertebrates
Chalcoecia	Invertebrates
Craterestra	Invertebrates
Hadesina	Invertebrates
Heterodelta	Invertebrates
Leucosigma	Invertebrates
Leuculopsis	Invertebrates
Lobeza	Invertebrates
Lophochorista	Invertebrates
Lusura	Invertebrates
Metaponpneumata	Invertebrates
Mimosema	Invertebrates
Neagathia	Invertebrates
Neocrasis	Invertebrates
Nesebroides	Invertebrates
Ponometia	Invertebrates
Racasta	Invertebrates
Rhomboptila	Invertebrates
Toulgoetigia	Invertebrates
Trichomaplata	Invertebrates
Trotopera	Invertebrates
Urepione	Invertebrates
Zanola	Invertebrates
Bittacomorphella	Invertebrates
Paracladura	Invertebrates
Cleistoblechnum	Plants and Fungi
Microbotryozyma	Plants and Fungi
Plutarchusia	Invertebrates
Moolgarda	Vertebrates
Boletoglyphus	Invertebrates
Capillaroglyphus	Invertebrates
Diadasiopus	Invertebrates
Horstia	Invertebrates
Megninia	Invertebrates
Cosmochthonius	Invertebrates
Gabucinia	Invertebrates
Aniacarus	Invertebrates
Aniibius	Invertebrates
Parapteronyssus	Invertebrates
Hirstia	Invertebrates
Leptosyringobia	Invertebrates
Alcedinectes	Invertebrates
Dermationidae	Invertebrates
Epidermoptidae	Invertebrates
Falculiferidae	Invertebrates
Paralgopsis	Invertebrates
Nycteridocaulus	Invertebrates
Metalistrophorus	Invertebrates
Allodectes	Invertebrates
Amerodectes	Invertebrates
Anisophyllodes	Invertebrates
Arrunsithiana	Invertebrates
Ascouracarus	Invertebrates
Calamicoptes	Invertebrates
Capitolichus	Invertebrates
Chelomatolichus	Invertebrates
Congovidia	Invertebrates
Crabrovidia	Invertebrates
Cystoidosoma	Invertebrates
Dermonoton	Invertebrates
Fringillosphaera	Invertebrates
Fusohericia	Invertebrates
Grallolichus	Invertebrates
Herodialges	Invertebrates
Heteropsorus	Invertebrates
Hyomesalges	Invertebrates
Hyperaspidacarus	Invertebrates
Hypodectes	Invertebrates
Ingrassiella	Invertebrates
Kakapolichus	Invertebrates
Marmosopus	Invertebrates
Megniniella	Invertebrates
Mesosathes	Invertebrates
Metanalges	Invertebrates
Myanoetus	Invertebrates
Naiacus	Invertebrates
Nanacarus	Invertebrates
Neumannia	Invertebrates
Olabidocarpus	Invertebrates
Oryzomyopus	Invertebrates
Ovanoetus	Invertebrates
Passeroptes	Invertebrates
Pelzneria	Invertebrates
Piciformobia	Invertebrates
Platyacarus	Invertebrates
Procalvolia	Invertebrates
Promyialges	Invertebrates
Pteroherpus	Invertebrates
Ptiloxenus	Invertebrates
Ptyssalges	Invertebrates
Rallicoptes	Invertebrates
Roubikia	Invertebrates
Scolaralichus	Invertebrates
Sellea	Invertebrates
Temnalges	Invertebrates
Tinamoglyphus	Invertebrates
Trochilodectes	Invertebrates
Trochiloptes	Invertebrates
Vidia	Invertebrates
Xolalgoides	Invertebrates
Xynonodectes	Invertebrates
Acaridae	Invertebrates
Afrocanestrinia	Invertebrates
Hemisarcoptidae	Invertebrates
Histiostomatidae	Invertebrates
Hypoderatidae	Invertebrates
Laminosioptidae	Invertebrates
Ptyctima	Invertebrates
Syringobiidae	Invertebrates
Micralges	Invertebrates
Mouchetia	Invertebrates
Onychalges	Invertebrates
Ramphastobius	Invertebrates
Rhamphocaulus	Invertebrates
Toxerodectes	Invertebrates
Zygochelifer	Invertebrates
Apionacaridae	Invertebrates
Heterocoptidae	Invertebrates
Ptyssalgidae	Invertebrates
Myxus	Vertebrates
Rhinomugil	Vertebrates
Sicamugil	Vertebrates
Flaviflexus	Bacteria
Ellochelon	Vertebrates
'Balclutha	Bacteria
Neomyxus	Vertebrates
'Convolvulus	Bacteria
Archaeoglobales	Environmental samples
Nanoa	Invertebrates
Trametopsis	Plants and Fungi
Watercress	Viruses
Adelomelon	Invertebrates
Athleta	Invertebrates
Odontocymbiola	Invertebrates
Athallia	Plants and Fungi
Rapaza	Plants and Fungi
Caponia	Invertebrates
Cryptoparachtes	Invertebrates
Cyatholipidae	Invertebrates
Mimetidae	Invertebrates
Gnolus	Invertebrates
Oarces	Invertebrates
Bestiolina	Invertebrates
Arcuphantes	Invertebrates
Ebelingia	Invertebrates
Ebrechtella	Invertebrates
Phrynarachne	Invertebrates
Synema	Invertebrates
Ceratinopsis	Invertebrates
Chikunia	Invertebrates
Chorizopes	Invertebrates
Comaroma	Invertebrates
Dolichocybaeus	Invertebrates
Ero	Invertebrates
Eskovina	Invertebrates
Hakka	Invertebrates
Itatsina	Invertebrates
Iwogumoa	Invertebrates
Lariniaria	Invertebrates
Mendoza	Invertebrates
Menosira	Invertebrates
Nesticella	Invertebrates
Philoponella	Invertebrates
Phycosoma	Invertebrates
Pisaura	Invertebrates
Plexippoides	Invertebrates
Pseudeuophrys	Invertebrates
Sernokorba	Invertebrates
Siler	Invertebrates
Synagelides	Invertebrates
Takeoa	Invertebrates
Tegecoelotes	Invertebrates
Trachelas	Invertebrates
Trachyzelotes	Invertebrates
Yaginumaella	Invertebrates
Yaginumia	Invertebrates
Bathycreadium	Invertebrates
Delottococcus	Invertebrates
Cosavirus	Viruses
Metanarthecium	Plants and Fungi
Tunilla	Plants and Fungi
Vitivirus	Viruses
Punotia	Plants and Fungi
Terrestricythere	Invertebrates
Psammocythere	Invertebrates
Uncinocythere	Invertebrates
Metacypris	Invertebrates
Cryptocandona	Invertebrates
Pseudocandona	Invertebrates
Fabaeformiscandona	Invertebrates
Cyclocypris	Invertebrates
Physocypria	Invertebrates
Stenocypria	Invertebrates
Cypretta	Invertebrates
Chondrocephalus	Invertebrates
Erpornis	Vertebrates
Sesaspis	Invertebrates
Verodes	Invertebrates
Iturnoria	Invertebrates
Euplesia	Invertebrates
Histioea	Invertebrates
Adafroptilum	Invertebrates
Aphyle	Invertebrates
Apyre	Invertebrates
Azatrephes	Invertebrates
Chliaria	Invertebrates
Dacalana	Invertebrates
Dialeucias	Invertebrates
Ernassa	Invertebrates
Euclera	Invertebrates
Evius	Invertebrates
Haemaphlebiella	Invertebrates
Himerarctia	Invertebrates
Ischnognatha	Invertebrates
Nomophila	Invertebrates
Nyearctia	Invertebrates
Poecilosoma	Invertebrates
Premolis	Invertebrates
Pseudovipsania	Invertebrates
Sithon	Invertebrates
Zatrephes	Invertebrates
Haemanota	Invertebrates
Amaricampa	Invertebrates
Baecula	Invertebrates
Adalgisa	Invertebrates
Adelowalkeria	Invertebrates
Adixoa	Invertebrates
Alheita	Invertebrates
Bedosia	Invertebrates
Chaetaglaea	Invertebrates
Crenella	Invertebrates
Draudtargia	Invertebrates
Edebessa	Invertebrates
Elaver	Invertebrates
Endobrachys	Invertebrates
Euthione	Invertebrates
Gymnodoris	Invertebrates
Heterogenea	Invertebrates
Isma	Invertebrates
Laxita	Invertebrates
Macrorrhinia	Invertebrates
Megisba	Invertebrates
Nokona	Invertebrates
Oerane	Invertebrates
Oxythres	Invertebrates
Pirdana	Invertebrates
Plautella	Invertebrates
Psectraglaea	Invertebrates
Psolos	Invertebrates
Roelmana	Invertebrates
Roelofa	Invertebrates
Rubukona	Invertebrates
Paracooperia	Invertebrates
Diplorickettsia	Bacteria
Abyssocladia	Invertebrates
Chondrocladia	Invertebrates
Cladorhiza	Invertebrates
Paracornulum	Invertebrates
Phelloderma	Invertebrates
Rhabderemia	Invertebrates
Condylops	Invertebrates
Geomobilimonas	Bacteria
Pig	Viruses
Schizocypris	Vertebrates
Aidos	Invertebrates
Echeta	Invertebrates
Euphobetron	Invertebrates
Arpema	Invertebrates
Boriza	Invertebrates
Dyasia	Invertebrates
Euphaneta	Invertebrates
Kurtia	Invertebrates
Maschane	Invertebrates
Pastranaia	Invertebrates
Stictothripa	Invertebrates
Gonuris	Invertebrates
upper	Environmental samples
Gomphoneis	Plants and Fungi
Didymosphenia	Plants and Fungi
Eknomisis	Invertebrates
Lestica	Invertebrates
Stephanus	Invertebrates
Johnsonius	Invertebrates
Pioscelus	Invertebrates
Khalilia	Invertebrates
Murshidia	Invertebrates
Quilonia	Invertebrates
Collaria	Invertebrates
Barbeyella	Invertebrates
Brefeldia	Invertebrates
Colloderma	Invertebrates
Nevesoporus	Plants and Fungi
Elaeomyxa	Invertebrates
Paradiacheopsis	Invertebrates
Argentinean	Bacteria
Ogyges	Invertebrates
Oileus	Invertebrates
Verres	Invertebrates
Harmelinella	Invertebrates
Myopterus	Mammals
Hemipristicola	Invertebrates
Akemetopon	Invertebrates
Microcalamus	Plants and Fungi
Graecoarganiella	Invertebrates
Vezdaea	Plants and Fungi
Eryphanis	Invertebrates
Pemphredon	Invertebrates
Pharmacis	Invertebrates
Chadisrochroa	Invertebrates
Chilozela	Invertebrates
Crombrugghia	Invertebrates
Kessleria	Invertebrates
Pseudluperina	Invertebrates
Metaxmeste	Invertebrates
Orenaia	Invertebrates
Pseudoangonyx	Invertebrates
Psilacron	Invertebrates
Psilosetia	Invertebrates
Rictichneumon	Invertebrates
Skaphita	Invertebrates
Sphaleroptera	Invertebrates
Syspasis	Invertebrates
Poteriospumella	Plants and Fungi
Pedospumella	Plants and Fungi
Acauda	Invertebrates
Oculatellaceae	Bacteria
Triplastrum	Plants and Fungi
Paramoniezia	Invertebrates
Phascolotaenia	Invertebrates
Triplotaenia	Invertebrates
Humblotia	Vertebrates
Porpopycnis	Plants and Fungi
Ginaia	Invertebrates
Stankovicia	Invertebrates
Ochridopyrgula	Invertebrates
Maleae	Environmental samples
Betulaceae	Environmental samples
Mecopus	Invertebrates
Neochera	Invertebrates
Agape	Invertebrates
Euplocia	Invertebrates
Immersidiscosia	Plants and Fungi
Margolisiella	Invertebrates
Elachiptera	Invertebrates
Notiphila	Invertebrates
Cruoricaptor	Bacteria
Philanthinus	Invertebrates
Dactyliosolen	Plants and Fungi
Amaurolimnas	Vertebrates
Anabathmis	Vertebrates
Brachygalba	Vertebrates
Ciccaba	Vertebrates
Coccycua	Vertebrates
Conopias	Vertebrates
Hierococcyx	Vertebrates
Electron	Vertebrates
Grammatoptila	Vertebrates
Brackenridgea	Plants and Fungi
Cnesmocarpon	Plants and Fungi
Mesocomys	Invertebrates
Perthiola	Invertebrates
Aditrochus	Invertebrates
Arachnophaga	Invertebrates
Archaeopelma	Invertebrates
Austrophotismus	Invertebrates
Boucekinus	Invertebrates
Buresium	Invertebrates
Chalcis	Invertebrates
Cheiropachus	Invertebrates
Chrysochalcissa	Invertebrates
Cinetus	Invertebrates
Coelopisthia	Invertebrates
Coruna	Invertebrates
Cratocentrus	Invertebrates
Cratomus	Invertebrates
Diconocara	Invertebrates
Ecdamua	Invertebrates
Eridontomerus	Invertebrates
Erimerus	Invertebrates
Erythmelus	Invertebrates
Espinosa	Invertebrates
Habritys	Invertebrates
Idarnotorymus	Invertebrates
Indosema	Invertebrates
Jambiya	Invertebrates
Lamprotatus	Invertebrates
Licrooides	Invertebrates
Litus	Invertebrates
Macromesus	Invertebrates
Masneroma	Invertebrates
Meraporus	Invertebrates
Merisus	Invertebrates
Nixonia	Invertebrates
Palachia	Invertebrates
Paranastatus	Invertebrates
Parastypiura	Invertebrates
Platygerrhus	Invertebrates
Platykula	Invertebrates
Propalachia	Invertebrates
Pseudotorymus	Invertebrates
Rhynchoticida	Invertebrates
Saccharissa	Invertebrates
Schwarzella	Invertebrates
Stethynium	Invertebrates
Systole	Invertebrates
Torymoides	Invertebrates
Trigonura	Invertebrates
Uropelma	Invertebrates
Zdenekius	Invertebrates
Chalcoparia	Vertebrates
Mesembrinibis	Vertebrates
Micropygia	Vertebrates
Glandiceps	Invertebrates
Yoda	Invertebrates
Torquaratoridae	Invertebrates
Allapasus	Invertebrates
Nesofregetta	Vertebrates
Pilherodius	Vertebrates
Leistes	Vertebrates
Xenornis	Vertebrates
Heteroxolmis	Vertebrates
Thaumastus	Invertebrates
Bahiensis	Invertebrates
Cyclodontina	Invertebrates
Discoleus	Invertebrates
Leiostracus	Invertebrates
Megaspira	Invertebrates
Peltella	Invertebrates
Pilsbrylia	Invertebrates
Rabdotus	Invertebrates
Simpulopsis	Invertebrates
Phidoloporidae	Invertebrates
Vesiculariidae	Invertebrates
Alcyonidioides	Invertebrates
Pentapora	Invertebrates
Axanthosoma	Invertebrates
Camarothorax	Invertebrates
Cerocephalinae	Invertebrates
Epichrysomalla	Invertebrates
Sycophilomorpha	Invertebrates
Sycotetra	Invertebrates
Acerocephala	Invertebrates
Acrias	Invertebrates
Anastatus	Invertebrates
Aneurhynchus	Invertebrates
Anneckeida	Invertebrates
Anommatium	Invertebrates
Antrocephalus	Invertebrates
Aspirrhina	Invertebrates
Balcha	Invertebrates
Bootanelleus	Invertebrates
Callocleonymus	Invertebrates
Calosota	Invertebrates
Cecidellis	Invertebrates
Coptera	Invertebrates
Cynipencyrtus	Invertebrates
Dasycleonymus	Invertebrates
Entomacis	Invertebrates
Epitranus	Invertebrates
Eremocampe	Invertebrates
Erixestus	Invertebrates
Eubroncus	Invertebrates
Eufroggattisca	Invertebrates
Euryischomyia	Invertebrates
Haltichella	Invertebrates
Homoporus	Invertebrates
Irichohalticella	Invertebrates
Kriechbaumerella	Invertebrates
Lanthanomyia	Invertebrates
Liepara	Invertebrates
Lycisca	Invertebrates
Mantiphaga	Invertebrates
Metapelma	Invertebrates
Micrapion	Invertebrates
Microdontomerus	Invertebrates
Miota	Invertebrates
Neocladia	Invertebrates
Netomocera	Invertebrates
Nodisoplata	Invertebrates
Notaspidium	Invertebrates
Ooctonus	Invertebrates
Oodera	Invertebrates
Opazon	Invertebrates
Paramegastigmus	Invertebrates
Pegopus	Invertebrates
Perilampidea	Invertebrates
Perissocentrus	Invertebrates
Petipirene	Invertebrates
Philomides	Invertebrates
Phlebopenes	Invertebrates
Podagrionella	Invertebrates
Propachytomoides	Invertebrates
Proshizonotus	Invertebrates
Protanaostigma	Invertebrates
Pteroptrix	Invertebrates
Reikosiella	Invertebrates
Samariola	Invertebrates
Savzdargia	Invertebrates
Smicromorpha	Invertebrates
Stenoselma	Invertebrates
Stypiura	Invertebrates
Systolomorpha	Invertebrates
Tineobius	Invertebrates
Tomocerodes	Invertebrates
Trichospilus	Invertebrates
Trigonoderopsis	Invertebrates
Xenanastatus	Invertebrates
Yrka	Invertebrates
Zaglyptonotus	Invertebrates
Zaischnopsis	Invertebrates
Asaphinae	Invertebrates
Epichrysomallinae	Invertebrates
Philomidinae	Invertebrates
Pteromalidae	Invertebrates
Kataplana	Invertebrates
Cabdio	Vertebrates
Cratopus	Invertebrates
Ichthyophiidae	Vertebrates
Caudacaecilia	Vertebrates
Archestenogramma	Plants and Fungi
Agraphopus	Invertebrates
Lamprodema	Invertebrates
Paragaleus	Vertebrates
Naxibacter	Bacteria
Cyperaceae	Plants and Fungi
Lovettia	Vertebrates
Anaerosphaera	Bacteria
Cucumibacter	Bacteria
Jongsikchunia	Bacteria
Fodinicurvata	Bacteria
Phreatobacter	Bacteria
Blysmopsis	Plants and Fungi
Rigifila	Invertebrates
Sarcophaginae	Invertebrates
Camptorhinus	Invertebrates
Perissops	Invertebrates
Idotasia	Invertebrates
Chlamydotubeufia	Plants and Fungi
Thaxteriellopsis	Plants and Fungi
Tubeufiaceae	Plants and Fungi
Telmatocola	Bacteria
Ponticaulis	Bacteria
Kasyniana	Invertebrates
Armada	Invertebrates
Grammodes	Invertebrates
Hypotacha	Invertebrates
Perciana	Invertebrates
Spongiispira	Bacteria
