qseqid	stitle
TRINITY_DN24915_c0_g1_i4	tyrosine--tRNA ligase 1, cytoplasmic-like [Rosa chinensis]
TRINITY_DN24917_c0_g1_i2	zinc finger BED domain-containing protein RICESLEEPER 2-like [Rosa chinensis]
TRINITY_DN24917_c0_g2_i4	zinc finger BED domain-containing protein RICESLEEPER 2-like [Rosa chinensis]
TRINITY_DN24918_c0_g1_i4	PREDICTED: phosphoglycerate mutase-like protein 1 [Fragaria vesca subsp. vesca]
TRINITY_DN24918_c0_g2_i1	PREDICTED: probable pectate lyase 20 [Fragaria vesca subsp. vesca]
TRINITY_DN24919_c0_g1_i2	deSI-like protein At4g17486 [Rosa chinensis]
TRINITY_DN2491_c0_g1_i2	PREDICTED: RING finger protein 10 [Fragaria vesca subsp. vesca]
TRINITY_DN24920_c0_g1_i1	putative kelch-type beta propeller [Rosa chinensis]
TRINITY_DN24921_c0_g1_i4	PREDICTED: probable serine/threonine-protein kinase WNK11 [Fragaria vesca subsp. vesca]
TRINITY_DN24922_c0_g1_i1	U-box domain-containing protein 35-like [Prunus persica]
TRINITY_DN24924_c0_g1_i5	PREDICTED: protein NRT1/ PTR FAMILY 6.1 [Fragaria vesca subsp. vesca]
TRINITY_DN24924_c0_g2_i7	PREDICTED: protein NRT1/ PTR FAMILY 6.1 [Fragaria vesca subsp. vesca]
TRINITY_DN24925_c0_g1_i5	PREDICTED: armadillo repeat-containing kinesin-like protein 1 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN24926_c0_g1_i3	PREDICTED: E3 ubiquitin-protein ligase ORTHRUS 2-like [Fragaria vesca subsp. vesca]
TRINITY_DN24926_c0_g2_i3	PREDICTED: E3 ubiquitin-protein ligase ORTHRUS 2-like [Fragaria vesca subsp. vesca]
TRINITY_DN24927_c0_g2_i1	hypothetical protein RchiOBHm_Chr2g0110091 [Rosa chinensis]
TRINITY_DN24929_c0_g1_i7	PREDICTED: uncharacterized protein LOC101309934 [Fragaria vesca subsp. vesca]
TRINITY_DN24930_c0_g1_i3	retrotransposon polyprotein [Rosa rugosa]
TRINITY_DN24931_c0_g1_i1	PREDICTED: ninja-family protein AFP3-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN24932_c0_g2_i3	cysteine proteinase COT44-like [Rosa chinensis]
TRINITY_DN24933_c0_g1_i1	uncharacterized protein LOC112174504 [Rosa chinensis]
TRINITY_DN24933_c0_g2_i1	uncharacterized protein LOC112174504 [Rosa chinensis]
TRINITY_DN24934_c0_g1_i1	PREDICTED: pentatricopeptide repeat-containing protein At5g04780 [Fragaria vesca subsp. vesca]
TRINITY_DN24934_c1_g1_i1	PREDICTED: putative pentatricopeptide repeat-containing protein At5g59200, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN24935_c0_g2_i5	PREDICTED: uncharacterized protein LOC101298677 isoform X4 [Fragaria vesca subsp. vesca]
TRINITY_DN24937_c0_g1_i1	PREDICTED: GDSL esterase/lipase At1g29660-like [Fragaria vesca subsp. vesca]
TRINITY_DN24938_c0_g1_i1	Mpv17/PMP22 [Corchorus olitorius]
TRINITY_DN24939_c0_g2_i1	hypothetical protein RchiOBHm_Chr1g0367541 [Rosa chinensis]
TRINITY_DN24942_c0_g1_i3	PREDICTED: uncharacterized protein LOC101301899 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN24944_c0_g1_i4	PREDICTED: B3 domain-containing transcription factor FUS3-like [Fragaria vesca subsp. vesca]
TRINITY_DN24945_c0_g1_i1	elongation factor Ts, mitochondrial-like isoform X2 [Rosa chinensis]
TRINITY_DN24946_c0_g1_i8	PREDICTED: zinc finger CCCH domain-containing protein 69 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN24946_c0_g2_i1	putative RING-type E3 ubiquitin transferase C3H69 isoform X3 [Prunus persica]
TRINITY_DN24947_c0_g1_i2	hypothetical protein F2Q69_00032107 [Brassica cretica]
TRINITY_DN24947_c0_g2_i1	hypothetical protein F2Q69_00032107 [Brassica cretica]
TRINITY_DN24949_c0_g1_i2	putative F-box domain-containing protein [Rosa chinensis]
TRINITY_DN24951_c0_g2_i1	PREDICTED: putative disease resistance protein At1g50180 [Fragaria vesca subsp. vesca]
TRINITY_DN24952_c0_g1_i10	hypothetical protein EZV62_001129 [Acer yangbiense]
TRINITY_DN24955_c0_g1_i3	PREDICTED: cyclic nucleotide-gated ion channel 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN24955_c0_g2_i3	PREDICTED: cyclic nucleotide-gated ion channel 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN24956_c0_g1_i1	PREDICTED: 7-deoxyloganetin glucosyltransferase-like [Fragaria vesca subsp. vesca]
TRINITY_DN24957_c0_g1_i3	PREDICTED: maf-like protein DDB_G0281937 isoform X4 [Fragaria vesca subsp. vesca]
TRINITY_DN24959_c0_g1_i3	hypothetical protein DCAR_021045 [Daucus carota subsp. sativus]
TRINITY_DN2495_c0_g1_i3	PREDICTED: 1-aminocyclopropane-1-carboxylate oxidase homolog 4-like [Fragaria vesca subsp. vesca]
TRINITY_DN24961_c0_g1_i6	PREDICTED: zinc finger CCCH domain-containing protein 44-like [Fragaria vesca subsp. vesca]
TRINITY_DN24963_c0_g1_i9	PREDICTED: UDP-D-apiose/UDP-D-xylose synthase 2 [Fragaria vesca subsp. vesca]
TRINITY_DN2496_c0_g1_i9	PREDICTED: nucleolin-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN24970_c0_g1_i1	glycerol-3-phosphate acyltransferase 3 [Prunus avium]
TRINITY_DN24970_c0_g2_i3	glycerol-3-phosphate acyltransferase 3 [Prunus avium]
TRINITY_DN24973_c0_g1_i6	PREDICTED: DNA polymerase epsilon subunit 3 [Fragaria vesca subsp. vesca]
TRINITY_DN24973_c1_g1_i1	PREDICTED: uncharacterized protein LOC101296169 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN24974_c0_g1_i2	PREDICTED: WAT1-related protein At5g07050-like [Fragaria vesca subsp. vesca]
TRINITY_DN24979_c0_g1_i1	PREDICTED: WD repeat-containing protein DWA2 [Fragaria vesca subsp. vesca]
TRINITY_DN2497_c0_g1_i3	PREDICTED: probable Xaa-Pro aminopeptidase P [Fragaria vesca subsp. vesca]
TRINITY_DN2497_c1_g1_i1	PREDICTED: serine/threonine-protein kinase ATM-like [Fragaria vesca subsp. vesca]
TRINITY_DN2497_c1_g3_i1	PREDICTED: TMV resistance protein N-like [Fragaria vesca subsp. vesca]
TRINITY_DN2497_c2_g1_i1	PREDICTED: TMV resistance protein N-like, partial [Fragaria vesca subsp. vesca]
TRINITY_DN2497_c2_g2_i1	PREDICTED: TMV resistance protein N-like [Fragaria vesca subsp. vesca]
TRINITY_DN2497_c2_g3_i1	PREDICTED: TMV resistance protein N-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN24982_c0_g1_i7	PREDICTED: protein ENHANCED DISEASE RESISTANCE 2 [Fragaria vesca subsp. vesca]
TRINITY_DN24983_c0_g1_i3	PREDICTED: acanthoscurrin-2-like [Fragaria vesca subsp. vesca]
TRINITY_DN24983_c0_g2_i3	PREDICTED: acanthoscurrin-2-like [Fragaria vesca subsp. vesca]
TRINITY_DN24984_c0_g1_i1	PREDICTED: ankyrin repeat-containing protein At5g02620-like [Fragaria vesca subsp. vesca]
TRINITY_DN24984_c0_g2_i4	PREDICTED: ankyrin repeat-containing protein At5g02620-like [Fragaria vesca subsp. vesca]
TRINITY_DN24985_c0_g1_i1	PREDICTED: transcription repressor OFP6 [Fragaria vesca subsp. vesca]
TRINITY_DN24986_c0_g1_i4	PREDICTED: pentatricopeptide repeat-containing protein At4g26680, mitochondrial [Fragaria vesca subsp. vesca]
TRINITY_DN24987_c0_g1_i2	PREDICTED: pentatricopeptide repeat-containing protein At4g38150 [Fragaria vesca subsp. vesca]
TRINITY_DN24988_c0_g1_i6	PREDICTED: ferric reduction oxidase 2-like [Fragaria vesca subsp. vesca]
TRINITY_DN24994_c0_g1_i2	PREDICTED: uncharacterized protein LOC105351293 [Fragaria vesca subsp. vesca]
TRINITY_DN24994_c0_g2_i1	PREDICTED: uncharacterized protein LOC105351293 [Fragaria vesca subsp. vesca]
TRINITY_DN24994_c0_g3_i1	PREDICTED: uncharacterized protein LOC105351293 [Fragaria vesca subsp. vesca]
TRINITY_DN24994_c1_g1_i1	PREDICTED: uncharacterized protein LOC105351293 [Fragaria vesca subsp. vesca]
TRINITY_DN24996_c0_g2_i1	PREDICTED: probable aspartyl aminopeptidase [Fragaria vesca subsp. vesca]
TRINITY_DN24997_c0_g1_i1	hypothetical protein glysoja_025981 [Glycine soja]
TRINITY_DN249_c0_g1_i12	TMV resistance protein N-like isoform X4 [Rosa chinensis]
TRINITY_DN249_c1_g1_i4	PREDICTED: uncharacterized protein LOC105352952 [Fragaria vesca subsp. vesca]
TRINITY_DN24_c0_g1_i7	PREDICTED: N-alpha-acetyltransferase 16, NatA auxiliary subunit [Fragaria vesca subsp. vesca]
TRINITY_DN25002_c0_g1_i1	PREDICTED: transmembrane 9 superfamily member 11 [Fragaria vesca subsp. vesca]
TRINITY_DN25003_c0_g1_i1	PREDICTED: B3 domain-containing transcription factor FUS3-like [Fragaria vesca subsp. vesca]
TRINITY_DN25007_c0_g1_i1	PREDICTED: 1-aminocyclopropane-1-carboxylate oxidase homolog 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN2500_c0_g1_i2	PREDICTED: 2-isopropylmalate synthase 2, chloroplastic-like [Fragaria vesca subsp. vesca]
TRINITY_DN25015_c0_g1_i1	PREDICTED: NADH--cytochrome b5 reductase 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN25016_c0_g2_i3	hypothetical protein C5167_042618, partial [Papaver somniferum]
TRINITY_DN2501_c0_g1_i13	hypothetical protein GH714_016737 [Hevea brasiliensis]
TRINITY_DN25024_c0_g2_i1	uncharacterized protein LOC103431267 [Malus domestica]
TRINITY_DN25024_c0_g3_i3	disease susceptibility protein LOV1 [Prunus yedoensis var. nudiflora]
TRINITY_DN25025_c0_g2_i1	PREDICTED: F-box/LRR-repeat protein At3g48880-like [Fragaria vesca subsp. vesca]
TRINITY_DN25028_c0_g1_i9	PREDICTED: kinesin-like protein KIF21A isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN25029_c0_g1_i1	dynein light chain 1, cytoplasmic-like [Rosa chinensis]
TRINITY_DN25029_c0_g2_i4	PREDICTED: dynein light chain 1, cytoplasmic-like [Fragaria vesca subsp. vesca]
TRINITY_DN25032_c0_g2_i1	PREDICTED: uncharacterized protein LOC101292709 [Fragaria vesca subsp. vesca]
TRINITY_DN25033_c0_g1_i4	PREDICTED: uncharacterized protein LOC101309355 [Fragaria vesca subsp. vesca]
TRINITY_DN25038_c0_g1_i1	PREDICTED: uncharacterized protein DDB_G0283697 [Fragaria vesca subsp. vesca]
TRINITY_DN25039_c0_g1_i2	PREDICTED: thaumatin-like protein 1 [Fragaria vesca subsp. vesca]
TRINITY_DN25040_c0_g1_i2	PREDICTED: uncharacterized protein LOC101299390 [Fragaria vesca subsp. vesca]
TRINITY_DN25040_c0_g2_i3	PREDICTED: uncharacterized protein LOC101299390 [Fragaria vesca subsp. vesca]
TRINITY_DN25044_c0_g1_i4	PREDICTED: probable serine/threonine-protein kinase NAK [Fragaria vesca subsp. vesca]
TRINITY_DN25047_c0_g2_i3	PREDICTED: protein TIFY 5B [Fragaria vesca subsp. vesca]
TRINITY_DN25049_c0_g1_i1	PREDICTED: LOW QUALITY PROTEIN: U5 small nuclear ribonucleoprotein 200 kDa helicase-like [Fragaria vesca subsp. vesca]
TRINITY_DN2504_c0_g1_i1	PREDICTED: S-adenosylmethionine decarboxylase proenzyme [Fragaria vesca subsp. vesca]
TRINITY_DN25053_c0_g1_i2	PREDICTED: ubiquitin-associated domain-containing protein 2 [Fragaria vesca subsp. vesca]
TRINITY_DN25055_c0_g1_i6	unnamed protein product [Brassica oleracea]
TRINITY_DN25059_c0_g1_i1	receptor like protein 7-like [Rosa chinensis]
TRINITY_DN2505_c0_g1_i6	PREDICTED: CLPTM1-like membrane protein cnrB [Fragaria vesca subsp. vesca]
TRINITY_DN25060_c0_g1_i2	PREDICTED: sarcolemmal membrane-associated protein-like [Fragaria vesca subsp. vesca]
TRINITY_DN25060_c0_g2_i2	PREDICTED: sarcolemmal membrane-associated protein-like [Fragaria vesca subsp. vesca]
TRINITY_DN25063_c0_g1_i7	wall-associated receptor kinase-like 20 [Rosa chinensis]
TRINITY_DN2506_c0_g1_i4	PREDICTED: uncharacterized protein LOC101292387 [Fragaria vesca subsp. vesca]
TRINITY_DN25077_c0_g1_i6	PREDICTED: phototropin-2 [Fragaria vesca subsp. vesca]
TRINITY_DN2507_c0_g1_i1	PREDICTED: cytochrome P450 71A1-like [Fragaria vesca subsp. vesca]
TRINITY_DN2507_c1_g2_i1	PREDICTED: cytochrome P450 71A1-like [Fragaria vesca subsp. vesca]
TRINITY_DN25080_c0_g2_i1	PREDICTED: uncharacterized protein LOC101314176 [Fragaria vesca subsp. vesca]
TRINITY_DN25082_c0_g1_i2	PREDICTED: pollen-specific leucine-rich repeat extensin-like protein 3 [Fragaria vesca subsp. vesca]
TRINITY_DN25084_c0_g1_i1	PREDICTED: ribulose bisphosphate carboxylase small chain clone 512-like [Fragaria vesca subsp. vesca]
TRINITY_DN25088_c0_g1_i2	putative RNA-directed DNA polymerase [Rosa chinensis]
TRINITY_DN25091_c0_g2_i1	hypothetical protein POPTR_010G230700 [Populus trichocarpa]
TRINITY_DN25091_c0_g3_i1	PREDICTED: FAS-associated factor 2-like [Fragaria vesca subsp. vesca]
TRINITY_DN25092_c0_g1_i9	PREDICTED: probable disease resistance protein At4g27220 [Fragaria vesca subsp. vesca]
TRINITY_DN25092_c1_g1_i2	putative nucleosome assembly protein (NAP) [Rosa chinensis]
TRINITY_DN25092_c1_g2_i1	probable disease resistance protein At4g27220 [Rosa chinensis]
TRINITY_DN25093_c0_g1_i3	PREDICTED: F-box/LRR-repeat/kelch-repeat protein At2g27520-like [Fragaria vesca subsp. vesca]
TRINITY_DN25098_c0_g1_i9	PREDICTED: GDSL esterase/lipase At1g29660-like [Fragaria vesca subsp. vesca]
TRINITY_DN2509_c0_g1_i1	PREDICTED: uncharacterized protein LOC101313935 [Fragaria vesca subsp. vesca]
TRINITY_DN2509_c0_g2_i1	PREDICTED: uncharacterized protein LOC101313935 [Fragaria vesca subsp. vesca]
TRINITY_DN250_c0_g1_i9	PREDICTED: uncharacterized protein At3g49720-like [Fragaria vesca subsp. vesca]
TRINITY_DN25104_c0_g1_i1	uncharacterized protein LOC110629262 [Manihot esculenta]
TRINITY_DN25105_c0_g2_i2	hypothetical protein RchiOBHm_Chr4g0436131 [Rosa chinensis]
TRINITY_DN25106_c0_g1_i3	PREDICTED: protein REVEILLE 6-like [Fragaria vesca subsp. vesca]
TRINITY_DN25109_c0_g2_i1	PREDICTED: F-box/kelch-repeat protein At3g06240-like [Fragaria vesca subsp. vesca]
TRINITY_DN25112_c0_g1_i1	PREDICTED: glycine dehydrogenase (decarboxylating), mitochondrial [Fragaria vesca subsp. vesca]
TRINITY_DN25116_c0_g1_i3	PREDICTED: uncharacterized protein LOC101308808 [Fragaria vesca subsp. vesca]
TRINITY_DN25117_c0_g1_i6	PREDICTED: LOW QUALITY PROTEIN: pentatricopeptide repeat-containing protein At5g18475-like [Fragaria vesca subsp. vesca]
TRINITY_DN25119_c0_g2_i1	pentatricopeptide repeat-containing protein At4g19440, chloroplastic-like [Rosa chinensis]
TRINITY_DN2511_c0_g1_i9	PREDICTED: cyclic nucleotide-gated ion channel 1-like isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN2511_c1_g1_i3	PREDICTED: prolyl-tRNA synthetase associated domain-containing protein 1 [Fragaria vesca subsp. vesca]
TRINITY_DN25120_c0_g1_i5	histidine--tRNA ligase, chloroplastic/mitochondrial [Rosa chinensis]
TRINITY_DN25124_c0_g1_i1	PREDICTED: 4-alpha-glucanotransferase DPE2 [Fragaria vesca subsp. vesca]
TRINITY_DN25127_c0_g1_i1	PREDICTED: pentatricopeptide repeat-containing protein At3g22470, mitochondrial-like [Fragaria vesca subsp. vesca]
TRINITY_DN25127_c0_g3_i1	putative pentatricopeptide repeat-containing protein At1g12700, mitochondrial [Rosa chinensis]
TRINITY_DN25128_c0_g1_i5	PREDICTED: dnaJ homolog subfamily C member 17 [Fragaria vesca subsp. vesca]
TRINITY_DN25128_c0_g2_i3	dnaJ homolog subfamily C member 17 [Rosa chinensis]
TRINITY_DN25131_c0_g1_i5	wall-associated receptor kinase-like 20 [Rosa chinensis]
TRINITY_DN25134_c0_g1_i5	PREDICTED: dolichol phosphate-mannose biosynthesis regulatory protein [Fragaria vesca subsp. vesca]
TRINITY_DN25135_c0_g2_i2	light-inducible protein CPRF2-like [Rosa chinensis]
TRINITY_DN25137_c0_g1_i4	dentin sialophosphoprotein isoform X1 [Rosa chinensis]
TRINITY_DN25138_c0_g1_i4	PREDICTED: zinc finger A20 and AN1 domain-containing stress-associated protein 8-like [Fragaria vesca subsp. vesca]
TRINITY_DN2513_c0_g1_i5	PREDICTED: histone deacetylase 2 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN25141_c0_g1_i1	PREDICTED: probable carboxylesterase 16 [Fragaria vesca subsp. vesca]
TRINITY_DN25143_c0_g1_i5	PREDICTED: apurinic endonuclease-redox protein [Fragaria vesca subsp. vesca]
TRINITY_DN25143_c0_g2_i3	PREDICTED: apurinic endonuclease-redox protein [Fragaria vesca subsp. vesca]
TRINITY_DN25145_c0_g1_i1	hypothetical protein CISIN_1g041633mg [Citrus sinensis]
TRINITY_DN25146_c0_g1_i2	PREDICTED: probable ATP-dependent RNA helicase ddx5 [Fragaria vesca subsp. vesca]
TRINITY_DN25147_c0_g1_i4	putative transcription factor WRKY family [Rosa chinensis]
TRINITY_DN25148_c0_g1_i2	PREDICTED: PHD finger protein ALFIN-LIKE 4-like [Fragaria vesca subsp. vesca]
TRINITY_DN25149_c0_g1_i12	PREDICTED: uncharacterized protein LOC101299637 [Fragaria vesca subsp. vesca]
TRINITY_DN2514_c0_g1_i5	PREDICTED: nuclear transcription factor Y subunit A-1 [Fragaria vesca subsp. vesca]
TRINITY_DN25154_c0_g1_i2	hypothetical protein RchiOBHm_Chr1g0339901 [Rosa chinensis]
TRINITY_DN25155_c0_g1_i2	PREDICTED: MOB kinase activator-like 1 [Fragaria vesca subsp. vesca]
TRINITY_DN25155_c0_g2_i1	PREDICTED: MOB kinase activator-like 1 [Fragaria vesca subsp. vesca]
TRINITY_DN25158_c0_g1_i4	putative RNA-directed DNA polymerase [Rosa chinensis]
TRINITY_DN25158_c0_g2_i2	putative RNA-directed DNA polymerase [Rosa chinensis]
TRINITY_DN2515_c0_g1_i13	PREDICTED: uncharacterized protein LOC101291266 [Fragaria vesca subsp. vesca]
TRINITY_DN25161_c0_g1_i1	PREDICTED: uncharacterized protein LOC101309803 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN25162_c0_g1_i1	PREDICTED: putative membrane-bound O-acyltransferase C24H6.01c [Fragaria vesca subsp. vesca]
TRINITY_DN25166_c0_g1_i1	PREDICTED: putative disease resistance protein RGA3 [Fragaria vesca subsp. vesca]
TRINITY_DN2516_c0_g1_i5	PREDICTED: 36.4 kDa proline-rich protein [Fragaria vesca subsp. vesca]
TRINITY_DN2516_c0_g2_i2	PREDICTED: 36.4 kDa proline-rich protein [Fragaria vesca subsp. vesca]
TRINITY_DN25170_c0_g2_i2	PREDICTED: splicing factor 3B subunit 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN25170_c1_g1_i1	PREDICTED: splicing factor 3B subunit 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN25171_c0_g1_i4	PREDICTED: uncharacterized protein LOC101311710 [Fragaria vesca subsp. vesca]
TRINITY_DN25172_c0_g1_i1	PREDICTED: pectinesterase [Fragaria vesca subsp. vesca]
TRINITY_DN25173_c0_g2_i1	PREDICTED: H/ACA ribonucleoprotein complex non-core subunit NAF1 [Fragaria vesca subsp. vesca]
TRINITY_DN25176_c0_g1_i1	PREDICTED: protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 10-like [Fragaria vesca subsp. vesca]
TRINITY_DN25176_c0_g2_i1	PREDICTED: protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 10-like [Fragaria vesca subsp. vesca]
TRINITY_DN25176_c0_g4_i1	PREDICTED: protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 10-like [Fragaria vesca subsp. vesca]
TRINITY_DN2517_c0_g1_i7	PREDICTED: uncharacterized protein LOC101313976 [Fragaria vesca subsp. vesca]
TRINITY_DN2517_c0_g3_i1	PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC103343662 [Prunus mume]
TRINITY_DN25180_c0_g1_i4	protein FAR1-RELATED SEQUENCE 5-like [Rosa chinensis]
TRINITY_DN25184_c0_g1_i1	PREDICTED: serine/threonine-protein kinase ATM-like [Fragaria vesca subsp. vesca]
TRINITY_DN25185_c0_g1_i11	PREDICTED: lycopene beta cyclase, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN25185_c0_g2_i2	uncharacterized protein LOC112185382 [Rosa chinensis]
TRINITY_DN2518_c0_g1_i4	PREDICTED: glutamate receptor 3.5 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN25192_c0_g1_i2	PREDICTED: guanine nucleotide-binding protein alpha-1 subunit isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN25195_c0_g1_i21	PREDICTED: putative pentatricopeptide repeat-containing protein At1g13630 [Fragaria vesca subsp. vesca]
TRINITY_DN25199_c0_g1_i2	PREDICTED: glucuronoxylan 4-O-methyltransferase 1 [Fragaria vesca subsp. vesca]
TRINITY_DN25200_c0_g1_i3	PREDICTED: two pore calcium channel protein 1 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN25202_c0_g1_i1	PREDICTED: galactoside 2-alpha-L-fucosyltransferase [Fragaria vesca subsp. vesca]
TRINITY_DN25203_c0_g1_i1	PREDICTED: glucan 1,3-beta-glucosidase A-like [Fragaria vesca subsp. vesca]
TRINITY_DN25204_c0_g1_i1	uncharacterized protein LOC114260796 [Camellia sinensis]
TRINITY_DN25204_c0_g3_i1	hypothetical protein F3Y22_tig00110813pilonHSYRG00023 [Hibiscus syriacus]
TRINITY_DN25206_c0_g1_i7	disease resistance protein RPM1-like isoform X2 [Rosa chinensis]
TRINITY_DN25206_c0_g2_i2	disease resistance protein RPM1-like [Rosa chinensis]
TRINITY_DN25207_c1_g1_i2	PREDICTED: UBP1-associated proteins 1C [Fragaria vesca subsp. vesca]
TRINITY_DN2520_c0_g1_i1	PREDICTED: UDP-glucose flavonoid 3-O-glucosyltransferase 7 [Fragaria vesca subsp. vesca]
TRINITY_DN25210_c0_g1_i2	PREDICTED: probable WRKY transcription factor 70 [Fragaria vesca subsp. vesca]
TRINITY_DN25210_c1_g2_i2	subtilisin-like protease SBT1.2 [Pistacia vera]
TRINITY_DN25211_c0_g1_i2	PREDICTED: uncharacterized protein LOC105353384 [Fragaria vesca subsp. vesca]
TRINITY_DN25213_c0_g1_i2	PREDICTED: L-gulonolactone oxidase [Fragaria vesca subsp. vesca]
TRINITY_DN25215_c0_g1_i3	uncharacterized protein LOC112167960 [Rosa chinensis]
TRINITY_DN25217_c0_g1_i4	PREDICTED: deoxycytidylate deaminase [Fragaria vesca subsp. vesca]
TRINITY_DN25217_c0_g2_i2	PREDICTED: deoxycytidylate deaminase [Fragaria vesca subsp. vesca]
TRINITY_DN25218_c0_g1_i7	PREDICTED: G2/mitotic-specific cyclin S13-7-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN25219_c0_g1_i5	PREDICTED: putative B3 domain-containing protein Os03g0621600 [Fragaria vesca subsp. vesca]
TRINITY_DN2521_c0_g2_i4	secretory carrier-associated membrane protein 4 isoform X3 [Arachis ipaensis]
TRINITY_DN25220_c0_g1_i1	PREDICTED: DNA mismatch repair protein MSH3 [Fragaria vesca subsp. vesca]
TRINITY_DN25221_c0_g1_i1	PREDICTED: serine/threonine-protein kinase-like protein ACR4 [Fragaria vesca subsp. vesca]
TRINITY_DN25222_c0_g1_i1	PREDICTED: homeobox protein LUMINIDEPENDENS [Fragaria vesca subsp. vesca]
TRINITY_DN25224_c0_g1_i5	PREDICTED: pentatricopeptide repeat-containing protein At5g65560-like [Fragaria vesca subsp. vesca]
TRINITY_DN25224_c1_g1_i2	PREDICTED: pentatricopeptide repeat-containing protein At5g65560-like [Fragaria vesca subsp. vesca]
TRINITY_DN25225_c0_g1_i1	PREDICTED: lysM domain receptor-like kinase 4 [Fragaria vesca subsp. vesca]
TRINITY_DN25226_c0_g1_i4	PREDICTED: peptidyl-prolyl cis-trans isomerase CYP40 [Fragaria vesca subsp. vesca]
TRINITY_DN25228_c0_g1_i1	PREDICTED: metalloendoproteinase 1 [Fragaria vesca subsp. vesca]
TRINITY_DN25228_c1_g1_i2	PREDICTED: metalloendoproteinase 1 [Fragaria vesca subsp. vesca]
TRINITY_DN25229_c0_g2_i1	PREDICTED: cytochrome P450 78A5 [Fragaria vesca subsp. vesca]
TRINITY_DN2522_c0_g1_i6	PREDICTED: kynurenine--oxoglutarate transaminase 1 [Fragaria vesca subsp. vesca]
TRINITY_DN25230_c0_g2_i1	PREDICTED: uncharacterized protein LOC105350015 [Fragaria vesca subsp. vesca]
TRINITY_DN25231_c0_g1_i2	PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC105351079 [Fragaria vesca subsp. vesca]
TRINITY_DN25231_c0_g2_i5	PREDICTED: uncharacterized protein LOC101312697 [Fragaria vesca subsp. vesca]
TRINITY_DN25231_c1_g1_i1	PREDICTED: uncharacterized protein LOC101312697 [Fragaria vesca subsp. vesca]
TRINITY_DN25234_c0_g1_i7	PREDICTED: probable disease resistance protein At5g66900 [Fragaria vesca subsp. vesca]
TRINITY_DN25234_c0_g2_i1	PREDICTED: probable disease resistance protein At5g66900 [Fragaria vesca subsp. vesca]
TRINITY_DN25234_c0_g3_i1	PREDICTED: probable disease resistance protein At5g66900 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN25235_c0_g1_i2	PREDICTED: pentatricopeptide repeat-containing protein At5g24830 [Fragaria vesca subsp. vesca]
TRINITY_DN25236_c0_g1_i2	hypothetical protein MTR_0055s0030 [Medicago truncatula]
TRINITY_DN25236_c0_g2_i1	PREDICTED: uncharacterized membrane protein At3g27390 [Fragaria vesca subsp. vesca]
TRINITY_DN25236_c0_g3_i1	PREDICTED: E3 ubiquitin-protein ligase ATL4-like [Fragaria vesca subsp. vesca]
TRINITY_DN25239_c0_g2_i3	PREDICTED: uncharacterized protein LOC101303658 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN2523_c0_g1_i15	PREDICTED: uncharacterized protein LOC101296828 [Fragaria vesca subsp. vesca]
TRINITY_DN25240_c0_g1_i1	PREDICTED: uncharacterized protein LOC101294449 [Fragaria vesca subsp. vesca]
TRINITY_DN25240_c1_g2_i2	PREDICTED: uncharacterized protein LOC101294449 [Fragaria vesca subsp. vesca]
TRINITY_DN25243_c0_g1_i3	endoplasmic reticulum oxidoreductin-1-like [Rosa chinensis]
TRINITY_DN25243_c0_g2_i1	endoplasmic reticulum oxidoreductin-1-like [Rosa chinensis]
TRINITY_DN25244_c0_g1_i2	PREDICTED: uncharacterized protein LOC101309796 [Fragaria vesca subsp. vesca]
TRINITY_DN25247_c0_g1_i5	PREDICTED: probable LRR receptor-like serine/threonine-protein kinase At4g08850 [Fragaria vesca subsp. vesca]
