qseqid	stitle
TRINITY_DN28584_c1_g1_i1	PREDICTED: MADS-box transcription factor 23-like isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN28810_c0_g1_i1	PREDICTED: mediator of RNA polymerase II transcription subunit 15a-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN2881_c0_g2_i1	PREDICTED: transcription factor bHLH80-like [Fragaria vesca subsp. vesca]
TRINITY_DN28852_c0_g1_i1	PREDICTED: GATA transcription factor 15-like [Fragaria vesca subsp. vesca]
TRINITY_DN28961_c0_g1_i2	PREDICTED: transcription factor PCL1 [Fragaria vesca subsp. vesca]
TRINITY_DN28961_c0_g2_i1	transcription factor PCL1-like [Rosa chinensis]
TRINITY_DN29007_c0_g1_i1	transcription factor ILI4-like [Rosa chinensis]
TRINITY_DN29055_c0_g1_i1	transcription factor [Rosa rugosa]
TRINITY_DN29104_c0_g1_i4	PREDICTED: transcription factor E2FC isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN29132_c0_g1_i1	transcription factor SCREAM2-like [Rosa chinensis]
TRINITY_DN29132_c0_g2_i1	transcription factor SCREAM2-like [Rosa chinensis]
TRINITY_DN29352_c0_g1_i1	PREDICTED: transcription factor DIVARICATA [Fragaria vesca subsp. vesca]
TRINITY_DN29365_c0_g1_i1	transcription factor ERF1 [Fragaria x ananassa]
TRINITY_DN29407_c0_g2_i1	PREDICTED: trihelix transcription factor GTL1, partial [Eucalyptus grandis]
TRINITY_DN295_c2_g1_i2	putative transcription factor C2H2 family [Rosa chinensis]
TRINITY_DN29683_c0_g1_i11	PREDICTED: heat stress transcription factor B-4 [Fragaria vesca subsp. vesca]
TRINITY_DN29724_c0_g1_i2	PREDICTED: transcription repressor MYB5-like [Fragaria vesca subsp. vesca]
TRINITY_DN29886_c0_g1_i5	PREDICTED: mediator of RNA polymerase II transcription subunit 15a-like isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN29886_c0_g2_i11	PREDICTED: mediator of RNA polymerase II transcription subunit 15a-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN29936_c0_g1_i5	PREDICTED: transcription factor PRE6 [Fragaria vesca subsp. vesca]
TRINITY_DN29990_c0_g1_i3	PREDICTED: transcription factor bHLH118-like isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN299_c0_g1_i5	PREDICTED: general transcription factor 3C polypeptide 5-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN30028_c0_g1_i1	PREDICTED: transcription initiation factor TFIID subunit 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN30177_c0_g2_i1	ethylene-responsive transcription factor ERF114-like [Rosa chinensis]
TRINITY_DN30202_c0_g1_i4	MYB-like transcription factor ETC1 [Rosa chinensis]
TRINITY_DN30202_c1_g1_i4	MYB-like transcription factor ETC1 [Rosa chinensis]
TRINITY_DN30208_c0_g1_i1	PREDICTED: ethylene-responsive transcription factor CRF2 [Fragaria vesca subsp. vesca]
TRINITY_DN30504_c0_g1_i1	PREDICTED: probable WRKY transcription factor 24 [Fragaria vesca subsp. vesca]
TRINITY_DN30504_c1_g1_i1	PREDICTED: probable WRKY transcription factor 24 [Fragaria vesca subsp. vesca]
TRINITY_DN3068_c1_g1_i7	transcription factor AP217 [Fragaria x ananassa]
TRINITY_DN30694_c0_g1_i1	PREDICTED: mediator of RNA polymerase II transcription subunit 15a-like isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN30694_c0_g2_i2	PREDICTED: mediator of RNA polymerase II transcription subunit 15a-like isoform X4 [Fragaria vesca subsp. vesca]
TRINITY_DN30694_c0_g3_i3	PREDICTED: mediator of RNA polymerase II transcription subunit 15a-like isoform X4 [Fragaria vesca subsp. vesca]
TRINITY_DN3080_c0_g1_i4	PREDICTED: putative GATA transcription factor 22 [Fragaria vesca subsp. vesca]
TRINITY_DN30881_c0_g1_i6	WRKY transcription factor 51 [Fragaria vesca]
TRINITY_DN30972_c0_g1_i2	transcription factor ERF86 [Fragaria x ananassa]
TRINITY_DN31023_c1_g1_i2	PREDICTED: trihelix transcription factor GT-2-like [Fragaria vesca subsp. vesca]
TRINITY_DN31301_c0_g1_i6	PREDICTED: putative Myb family transcription factor At1g14600 [Fragaria vesca subsp. vesca]
TRINITY_DN31301_c0_g2_i1	PREDICTED: putative Myb family transcription factor At1g14600 [Fragaria vesca subsp. vesca]
TRINITY_DN31368_c0_g1_i2	PREDICTED: transcription factor bHLH110 [Fragaria vesca subsp. vesca]
TRINITY_DN31368_c0_g2_i5	PREDICTED: transcription factor bHLH110 [Fragaria vesca subsp. vesca]
TRINITY_DN313_c0_g1_i2	PREDICTED: B3 domain-containing transcription repressor VAL2 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN313_c0_g2_i1	PREDICTED: B3 domain-containing transcription repressor VAL2 [Fragaria vesca subsp. vesca]
TRINITY_DN31407_c0_g1_i2	PREDICTED: transcription factor HBP-1b(c38)-like [Fragaria vesca subsp. vesca]
TRINITY_DN31434_c0_g2_i1	PREDICTED: transcription factor JUNGBRUNNEN 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN31434_c1_g1_i1	PREDICTED: transcription factor JUNGBRUNNEN 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN3147_c0_g1_i1	PREDICTED: transcription factor bHLH68 [Fragaria vesca subsp. vesca]
TRINITY_DN31527_c0_g1_i5	PREDICTED: ethylene-responsive transcription factor WIN1-like [Fragaria vesca subsp. vesca]
TRINITY_DN31527_c0_g2_i2	PREDICTED: ethylene-responsive transcription factor WIN1-like [Fragaria vesca subsp. vesca]
TRINITY_DN31557_c0_g1_i2	PREDICTED: probable WRKY transcription factor 47 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN31592_c0_g1_i2	PREDICTED: transcription factor IBH1-like [Fragaria vesca subsp. vesca]
TRINITY_DN31592_c0_g2_i1	PREDICTED: transcription factor IBH1-like [Fragaria vesca subsp. vesca]
TRINITY_DN31795_c0_g1_i2	transcription factor TGA2.2-like [Rosa chinensis]
TRINITY_DN31886_c0_g1_i2	PREDICTED: transcription factor ILR3-like [Fragaria vesca subsp. vesca]
TRINITY_DN31919_c0_g2_i1	PREDICTED: probable WRKY transcription factor 71 [Fragaria vesca subsp. vesca]
TRINITY_DN31950_c0_g1_i1	PREDICTED: AP2-like ethylene-responsive transcription factor TOE3 [Fragaria vesca subsp. vesca]
TRINITY_DN32012_c0_g1_i2	PREDICTED: ethylene-responsive transcription factor 1B [Fragaria vesca subsp. vesca]
TRINITY_DN32186_c0_g1_i1	PREDICTED: transcription factor SPATULA [Fragaria vesca subsp. vesca]
TRINITY_DN32186_c0_g2_i2	PREDICTED: transcription factor SPATULA [Fragaria vesca subsp. vesca]
TRINITY_DN32194_c0_g1_i1	transcription factor like protein [Arabidopsis thaliana]
TRINITY_DN3225_c0_g1_i2	PREDICTED: mediator of RNA polymerase II transcription subunit 15a-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN32601_c0_g1_i1	putative transcription factor/ chromatin remodeling BED-type(Zn) family [Rosa chinensis]
TRINITY_DN32601_c0_g2_i2	putative transcription factor/ chromatin remodeling BED-type(Zn) family [Rosa chinensis]
TRINITY_DN32601_c1_g1_i1	putative transcription factor/ chromatin remodeling BED-type(Zn) family [Rosa chinensis]
TRINITY_DN3267_c0_g1_i2	ethylene-responsive transcription factor 1A [Prunus avium]
TRINITY_DN3267_c0_g2_i1	PREDICTED: ethylene-responsive transcription factor 2 [Fragaria vesca subsp. vesca]
TRINITY_DN32687_c0_g1_i2	PREDICTED: transcription factor bHLH36 [Fragaria vesca subsp. vesca]
TRINITY_DN32807_c0_g1_i5	transcription factor bHLH128-like [Tanacetum cinerariifolium]
TRINITY_DN3295_c0_g2_i1	PREDICTED: GATA transcription factor 4-like [Fragaria vesca subsp. vesca]
TRINITY_DN32992_c0_g1_i1	PREDICTED: putative transcription factor bHLH041 [Fragaria vesca subsp. vesca]
TRINITY_DN33062_c0_g1_i1	PREDICTED: mediator of RNA polymerase II transcription subunit 15-like [Fragaria vesca subsp. vesca]
TRINITY_DN33253_c0_g1_i1	PREDICTED: GATA transcription factor 24-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN33287_c0_g2_i4	putative transcription factor C2H2 family [Rosa chinensis]
TRINITY_DN33337_c0_g1_i1	PREDICTED: transcription factor MYB86 [Fragaria vesca subsp. vesca]
TRINITY_DN3337_c0_g2_i1	PREDICTED: transcription elongation factor spt5 isoform X4 [Fragaria vesca subsp. vesca]
TRINITY_DN33385_c0_g1_i1	PREDICTED: transcription factor GTE10-like, partial [Fragaria vesca subsp. vesca]
TRINITY_DN3338_c0_g1_i2	transcription factor ERF75 [Fragaria x ananassa]
TRINITY_DN3338_c0_g2_i1	transcription factor ERF75 [Fragaria x ananassa]
TRINITY_DN33517_c0_g1_i1	PREDICTED: mediator of RNA polymerase II transcription subunit 32 [Fragaria vesca subsp. vesca]
TRINITY_DN3358_c0_g3_i1	PREDICTED: heat stress transcription factor B-2a [Fragaria vesca subsp. vesca]
TRINITY_DN33594_c0_g1_i2	PREDICTED: ethylene-responsive transcription factor ERF107-like [Fragaria vesca subsp. vesca]
TRINITY_DN33651_c0_g1_i1	R2R3 MYB transcription factor [Fragaria vesca]
TRINITY_DN33836_c0_g1_i1	PREDICTED: heat stress transcription factor A-5 [Fragaria vesca subsp. vesca]
TRINITY_DN33910_c0_g1_i2	PREDICTED: transcription factor 25 [Fragaria vesca subsp. vesca]
TRINITY_DN3392_c0_g1_i2	transcription factor ERF57 [Fragaria x ananassa]
TRINITY_DN339_c0_g1_i1	transcriptional corepressor LEUNIG isoform X6 [Rosa chinensis]
TRINITY_DN339_c1_g1_i1	PREDICTED: transcriptional corepressor LEUNIG-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN3403_c0_g1_i7	putative transcription factor C2H2 family [Rosa chinensis]
TRINITY_DN340_c0_g3_i2	PREDICTED: heat stress transcription factor B-2b [Fragaria vesca subsp. vesca]
TRINITY_DN3414_c0_g2_i4	PREDICTED: mediator of RNA polymerase II transcription subunit 15a-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN3414_c0_g3_i2	mediator of RNA polymerase II transcription subunit 15a-like [Pyrus ussuriensis x Pyrus communis]
TRINITY_DN3418_c0_g1_i4	PREDICTED: transcription factor TCP9-like [Fragaria vesca subsp. vesca]
TRINITY_DN34218_c0_g1_i1	transcription repressor OFP12-like [Rosa chinensis]
TRINITY_DN3421_c0_g1_i6	PREDICTED: transcription factor DIVARICATA [Fragaria vesca subsp. vesca]
TRINITY_DN34234_c0_g1_i3	PREDICTED: MADS-box transcription factor 23-like isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN3424_c2_g1_i1	PREDICTED: transcription factor MYC2 [Fragaria vesca subsp. vesca]
TRINITY_DN34250_c0_g1_i1	transcription factor IBH1-like [Rosa chinensis]
TRINITY_DN34277_c0_g2_i3	PREDICTED: ethylene-responsive transcription factor ABR1-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN3437_c0_g1_i7	PREDICTED: WRKY transcription factor 44 [Fragaria vesca subsp. vesca]
TRINITY_DN3437_c0_g2_i8	PREDICTED: probable WRKY transcription factor 33 [Fragaria vesca subsp. vesca]
TRINITY_DN34467_c0_g2_i1	putative transcription factor C2H2 family [Rosa chinensis]
TRINITY_DN34467_c0_g3_i2	putative transcription factor C2H2 family [Rosa chinensis]
TRINITY_DN3448_c0_g1_i1	PREDICTED: trihelix transcription factor ASIL2 [Fragaria vesca subsp. vesca]
TRINITY_DN3449_c0_g1_i2	putative transcription factor C2H2 family [Rosa chinensis]
TRINITY_DN3462_c0_g1_i6	PREDICTED: transcription initiation factor TFIID subunit 15 [Fragaria vesca subsp. vesca]
TRINITY_DN34688_c0_g2_i1	PREDICTED: transcription initiation factor TFIID subunit 14b-like [Fragaria vesca subsp. vesca]
TRINITY_DN3471_c2_g1_i4	transcription factor ERF21 [Fragaria x ananassa]
TRINITY_DN3473_c0_g2_i3	PREDICTED: transcription factor VOZ1 [Fragaria vesca subsp. vesca]
TRINITY_DN3474_c0_g1_i9	PREDICTED: transcription elongation factor S-II [Fragaria vesca subsp. vesca]
TRINITY_DN3475_c0_g1_i4	PREDICTED: NAC transcription factor 29 [Fragaria vesca subsp. vesca]
TRINITY_DN34786_c0_g1_i2	PREDICTED: mediator of RNA polymerase II transcription subunit 25-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN34786_c0_g2_i4	PREDICTED: mediator of RNA polymerase II transcription subunit 25-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN34823_c0_g1_i1	putative transcription factor C2H2 family [Rosa chinensis]
TRINITY_DN34837_c0_g1_i2	PREDICTED: transcription factor RAX3-like [Fragaria vesca subsp. vesca]
TRINITY_DN3489_c0_g1_i4	PREDICTED: NAC transcription factor 29 [Fragaria vesca subsp. vesca]
TRINITY_DN3494_c0_g1_i8	PREDICTED: transcription factor GTE4 [Fragaria vesca subsp. vesca]
TRINITY_DN35128_c0_g1_i2	PREDICTED: ethylene-responsive transcription factor 1B [Fragaria vesca subsp. vesca]
TRINITY_DN3524_c0_g1_i1	transcription factor ERF25 [Fragaria x ananassa]
TRINITY_DN35281_c0_g1_i1	PREDICTED: ethylene-responsive transcription factor RAP2-3 [Fragaria vesca subsp. vesca]
TRINITY_DN3528_c0_g1_i4	PREDICTED: transcription factor bHLH48 [Fragaria vesca subsp. vesca]
TRINITY_DN3528_c0_g2_i3	PREDICTED: transcription factor bHLH48 [Fragaria vesca subsp. vesca]
TRINITY_DN35458_c0_g2_i1	PREDICTED: probable WRKY transcription factor 58 [Fragaria vesca subsp. vesca]
TRINITY_DN3567_c0_g1_i1	PREDICTED: transcription repressor KAN1 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN3569_c0_g1_i2	PREDICTED: transcription factor bHLH49 [Fragaria vesca subsp. vesca]
TRINITY_DN35706_c1_g1_i1	PREDICTED: putative Myb family transcription factor At1g14600 [Fragaria vesca subsp. vesca]
TRINITY_DN35706_c1_g2_i1	PREDICTED: putative Myb family transcription factor At1g14600 [Fragaria vesca subsp. vesca]
TRINITY_DN3572_c0_g1_i2	PREDICTED: mediator of RNA polymerase II transcription subunit 17 [Fragaria vesca subsp. vesca]
TRINITY_DN35737_c0_g1_i1	PREDICTED: ethylene-responsive transcription factor ERF003-like [Fragaria vesca subsp. vesca]
TRINITY_DN35741_c0_g1_i5	PREDICTED: heat stress transcription factor A-2-like [Fragaria vesca subsp. vesca]
TRINITY_DN3580_c0_g1_i3	PREDICTED: mediator of RNA polymerase II transcription subunit 4-like [Fragaria vesca subsp. vesca]
TRINITY_DN3583_c0_g1_i7	PREDICTED: nuclear transcription factor Y subunit A-4-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN35893_c0_g1_i6	PREDICTED: trihelix transcription factor GTL1 [Fragaria vesca subsp. vesca]
TRINITY_DN35897_c0_g1_i4	PREDICTED: transcription factor bHLH126 [Fragaria vesca subsp. vesca]
TRINITY_DN35946_c0_g1_i1	putative transcription factor/ chromatin remodeling BED-type(Zn) family [Rosa chinensis]
TRINITY_DN359_c0_g2_i2	PREDICTED: probable mediator of RNA polymerase II transcription subunit 37c [Fragaria vesca subsp. vesca]
TRINITY_DN359_c1_g1_i1	PREDICTED: GATA transcription factor 24-like [Fragaria vesca subsp. vesca]
TRINITY_DN359_c2_g1_i2	PREDICTED: probable mediator of RNA polymerase II transcription subunit 37c [Fragaria vesca subsp. vesca]
TRINITY_DN36020_c0_g1_i3	putative transcription factor C2H2 family [Rosa chinensis]
TRINITY_DN3604_c0_g1_i7	PREDICTED: probable transcription factor KAN2 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN36066_c0_g1_i2	putative chromatin remodeling & transcription regulator BTB-POZ family [Rosa chinensis]
TRINITY_DN36111_c0_g1_i1	PREDICTED: nuclear transcription factor Y subunit B-4-like [Fragaria vesca subsp. vesca]
TRINITY_DN36180_c0_g2_i1	PREDICTED: transcription factor MYB46 [Fragaria vesca subsp. vesca]
TRINITY_DN36337_c0_g1_i1	PREDICTED: transcription factor MYB44-like isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN36337_c0_g2_i1	PREDICTED: transcription factor MYB44-like isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN36415_c0_g2_i5	putative transcription factor WD40-like family [Rosa chinensis]
TRINITY_DN36598_c1_g2_i2	putative transcription factor interactor and regulator CCHC(Zn) family [Rosa chinensis]
TRINITY_DN36737_c0_g1_i4	PREDICTED: transcription initiation factor TFIID subunit 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN36905_c0_g1_i4	transcription termination factor MTERF6, chloroplastic/mitochondrial-like [Rosa chinensis]
TRINITY_DN36905_c0_g2_i6	transcription termination factor MTERF6, chloroplastic/mitochondrial-like [Rosa chinensis]
TRINITY_DN36964_c0_g2_i1	putative transcription factor GeBP family [Rosa chinensis]
TRINITY_DN37059_c0_g1_i5	PREDICTED: transcription initiation factor IIF subunit alpha-like isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN37059_c0_g2_i3	PREDICTED: transcription initiation factor IIF subunit alpha-like isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN37075_c0_g1_i1	PREDICTED: transcription factor bHLH18-like [Fragaria vesca subsp. vesca]
TRINITY_DN3708_c1_g2_i1	CCR4-NOT transcription complex subunit 9-like isoform X1 [Rosa chinensis]
TRINITY_DN3708_c1_g4_i1	CCR4-NOT transcription complex subunit 9-like isoform X2 [Rosa chinensis]
TRINITY_DN37108_c0_g1_i2	GATA transcription factor 1 [Rosa chinensis]
TRINITY_DN37378_c0_g1_i2	PREDICTED: transcription factor MYB86-like [Fragaria vesca subsp. vesca]
TRINITY_DN3739_c0_g1_i8	PREDICTED: probable WRKY transcription factor 40 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN37481_c0_g1_i4	PREDICTED: transcription repressor OFP5 [Fragaria vesca subsp. vesca]
TRINITY_DN37564_c0_g1_i1	PREDICTED: transcription initiation factor TFIID subunit 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN37564_c0_g2_i1	PREDICTED: transcription initiation factor TFIID subunit 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN37598_c0_g1_i1	PREDICTED: nuclear transcription factor Y subunit B-4-like [Fragaria vesca subsp. vesca]
TRINITY_DN3767_c0_g1_i2	PREDICTED: pathogenesis-related genes transcriptional activator PTI6-like [Fragaria vesca subsp. vesca]
TRINITY_DN3770_c0_g2_i7	PREDICTED: transcription factor PIF1 [Fragaria vesca subsp. vesca]
TRINITY_DN37977_c0_g1_i2	putative transcription factor MADS-type1 family [Rosa chinensis]
TRINITY_DN3799_c0_g1_i1	putative transcription factor C2H2 family [Rosa chinensis]
TRINITY_DN38026_c0_g1_i1	PREDICTED: transcription repressor OFP4 [Fragaria vesca subsp. vesca]
TRINITY_DN3811_c0_g1_i8	PREDICTED: mediator of RNA polymerase II transcription subunit 23 [Fragaria vesca subsp. vesca]
TRINITY_DN38175_c0_g1_i1	transcription repressor OFP5 [Rosa chinensis]
TRINITY_DN38238_c0_g1_i2	PREDICTED: transcription factor bHLH54 [Fragaria vesca subsp. vesca]
TRINITY_DN3835_c1_g1_i1	PREDICTED: transcription factor UNE10 [Fragaria vesca subsp. vesca]
TRINITY_DN38360_c0_g1_i1	PREDICTED: probable RNA polymerase II transcription factor B subunit 1-1 [Fragaria vesca subsp. vesca]
TRINITY_DN38441_c0_g2_i3	PREDICTED: transcription factor HBP-1b(c38)-like [Fragaria vesca subsp. vesca]
TRINITY_DN3866_c1_g1_i4	PREDICTED: transcription elongation factor SPT6 [Fragaria vesca subsp. vesca]
TRINITY_DN38700_c0_g1_i3	nuclear transcription factor Y subunit A-1-like [Trifolium medium]
TRINITY_DN3879_c0_g1_i5	PREDICTED: transcription factor MYB44-like [Fragaria vesca subsp. vesca]
TRINITY_DN38806_c0_g1_i1	PREDICTED: transcription factor ORG2-like [Fragaria vesca subsp. vesca]
TRINITY_DN38806_c0_g2_i1	PREDICTED: transcription factor ORG2-like [Fragaria vesca subsp. vesca]
TRINITY_DN38879_c0_g1_i1	transcription factor TCP2 [Rosa chinensis]
TRINITY_DN38942_c2_g1_i1	putative transcription factor interactor and regulator CCHC(Zn) family [Rosa chinensis]
TRINITY_DN389_c0_g1_i5	PREDICTED: WRKY transcription factor 22 [Fragaria vesca subsp. vesca]
TRINITY_DN3912_c0_g1_i4	PREDICTED: transcription factor PIF3 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN3925_c1_g1_i6	PREDICTED: transcription factor TCP14 [Fragaria vesca subsp. vesca]
TRINITY_DN3941_c1_g1_i3	transcription termination factor MTERF15, mitochondrial-like isoform X1 [Rosa chinensis]
TRINITY_DN39433_c0_g1_i1	PREDICTED: probable WRKY transcription factor 61 [Fragaria vesca subsp. vesca]
TRINITY_DN39591_c0_g1_i6	putative transcription factor interactor and regulator CCHC(Zn) family [Rosa chinensis]
TRINITY_DN39591_c0_g2_i2	putative transcription factor interactor and regulator CCHC(Zn) family [Rosa chinensis]
TRINITY_DN39605_c0_g1_i4	PREDICTED: probable WRKY transcription factor 9 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN39616_c0_g1_i2	PREDICTED: transcription factor bHLH94-like [Fragaria vesca subsp. vesca]
TRINITY_DN3962_c0_g1_i4	PREDICTED: GATA transcription factor 11-like [Fragaria vesca subsp. vesca]
TRINITY_DN3995_c0_g1_i1	PREDICTED: heat stress transcription factor A-5 [Fragaria vesca subsp. vesca]
TRINITY_DN3995_c0_g2_i3	heat shock transcription factor protein 1 [Fragaria x ananassa]
TRINITY_DN40304_c0_g1_i4	PREDICTED: truncated transcription factor CAULIFLOWER A-like [Fragaria vesca subsp. vesca]
TRINITY_DN40419_c0_g1_i1	PREDICTED: RNA polymerase I-specific transcription initiation factor RRN3-like [Fragaria vesca subsp. vesca]
TRINITY_DN40447_c0_g1_i1	PREDICTED: transcription factor MYB29-like [Fragaria vesca subsp. vesca]
TRINITY_DN4060_c0_g1_i4	transcription factor ERF62 [Fragaria x ananassa]
TRINITY_DN40800_c0_g1_i1	putative transcription factor interactor and regulator CCHC(Zn) family [Rosa chinensis]
TRINITY_DN41166_c0_g1_i3	PREDICTED: ethylene-responsive transcription factor ERF027-like [Fragaria vesca subsp. vesca]
TRINITY_DN41176_c0_g1_i2	PREDICTED: transcription factor bHLH69 [Fragaria vesca subsp. vesca]
TRINITY_DN4131_c0_g1_i1	mediator of RNA polymerase II transcription subunit 25 [Rosa chinensis]
TRINITY_DN41506_c0_g1_i3	PREDICTED: transcription factor MYB44-like [Fragaria vesca subsp. vesca]
TRINITY_DN41506_c1_g1_i2	PREDICTED: transcription factor MYB44-like [Fragaria vesca subsp. vesca]
TRINITY_DN41592_c0_g1_i1	putative transcription factor interactor and regulator CCHC(Zn) family [Rosa chinensis]
TRINITY_DN41677_c0_g1_i7	PREDICTED: transcription factor TGA4-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN41680_c0_g1_i2	PREDICTED: transcription factor MYB114-like [Fragaria vesca subsp. vesca]
TRINITY_DN41807_c0_g1_i1	PREDICTED: probable mediator of RNA polymerase II transcription subunit 37c [Fragaria vesca subsp. vesca]
TRINITY_DN41842_c1_g1_i4	PREDICTED: transcription factor-like protein DPB [Fragaria vesca subsp. vesca]
TRINITY_DN41848_c0_g1_i2	transcription factor RAV1 [Fragaria x ananassa]
TRINITY_DN41869_c0_g1_i1	PREDICTED: putative transcription factor bHLH041 [Fragaria vesca subsp. vesca]
TRINITY_DN41884_c0_g1_i1	PREDICTED: transcriptional corepressor SEUSS-like isoform X3 [Juglans regia]
TRINITY_DN41917_c0_g1_i2	PREDICTED: transcription factor UPBEAT1 [Fragaria vesca subsp. vesca]
TRINITY_DN41917_c0_g2_i1	PREDICTED: transcription factor UPBEAT1 [Fragaria vesca subsp. vesca]
TRINITY_DN42115_c0_g1_i1	PREDICTED: probable transcriptional regulator SLK2 [Fragaria vesca subsp. vesca]
TRINITY_DN4215_c0_g1_i2	PREDICTED: scarecrow-like transcription factor PAT1 [Fragaria vesca subsp. vesca]
TRINITY_DN42396_c0_g1_i2	PREDICTED: transcription initiation factor TFIID subunit 4b-like [Fragaria vesca subsp. vesca]
TRINITY_DN423_c2_g1_i12	transcription factor AP215 [Fragaria x ananassa]
TRINITY_DN42445_c0_g1_i3	PREDICTED: transcription repressor MYB6 [Fragaria vesca subsp. vesca]
TRINITY_DN42512_c0_g1_i1	putative transcription factor C2H2 family [Rosa chinensis]
TRINITY_DN42522_c0_g1_i1	PREDICTED: calmodulin-binding transcription activator 3-like [Fragaria vesca subsp. vesca]
TRINITY_DN42576_c0_g2_i1	putative post-transcriptional gene silencing PAZ-Argonaute family [Rosa chinensis]
TRINITY_DN42600_c0_g1_i2	PREDICTED: transcription factor bHLH92 [Fragaria vesca subsp. vesca]
TRINITY_DN42600_c0_g2_i4	PREDICTED: transcription factor bHLH92 [Fragaria vesca subsp. vesca]
TRINITY_DN42826_c0_g1_i1	PREDICTED: transcriptional regulator SUPERMAN-like [Fragaria vesca subsp. vesca]
TRINITY_DN42832_c0_g1_i2	PREDICTED: transcription initiation factor TFIID subunit 6-like [Fragaria vesca subsp. vesca]
TRINITY_DN4287_c2_g1_i2	transcription factor AP215 [Fragaria x ananassa]
TRINITY_DN42889_c0_g2_i2	transcription factor ERF9 [Fragaria x ananassa]
TRINITY_DN4292_c0_g1_i8	PREDICTED: ethylene-responsive transcription factor RAP2-4-like [Fragaria vesca subsp. vesca]
TRINITY_DN4292_c0_g2_i2	PREDICTED: mediator of RNA polymerase II transcription subunit 15a isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN42933_c0_g1_i2	PREDICTED: probable WRKY transcription factor 61 [Fragaria vesca subsp. vesca]
TRINITY_DN43021_c0_g2_i1	PREDICTED: mediator of RNA polymerase II transcription subunit 15a-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN4307_c0_g2_i4	PREDICTED: mediator of RNA polymerase II transcription subunit 14 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN43119_c0_g1_i1	putative mediator of RNA polymerase II transcription subunit 12 isoform X3 [Frankliniella occidentalis]
TRINITY_DN4330_c0_g1_i4	PREDICTED: probable WRKY transcription factor 21 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN4332_c0_g1_i8	PREDICTED: transcription factor bHLH112 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN4340_c0_g1_i12	PREDICTED: ethylene-responsive transcription factor 12 [Fragaria vesca subsp. vesca]
TRINITY_DN43439_c0_g1_i1	PREDICTED: probable RNA polymerase II transcription factor B subunit 1-1 [Fragaria vesca subsp. vesca]
TRINITY_DN4349_c1_g1_i4	PREDICTED: probable transcription factor GLK1 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN43506_c0_g1_i1	PREDICTED: heat stress transcription factor B-2a-like [Fragaria vesca subsp. vesca]
TRINITY_DN43506_c1_g1_i2	PREDICTED: heat stress transcription factor B-2a-like [Fragaria vesca subsp. vesca]
TRINITY_DN4375_c0_g1_i4	PREDICTED: trihelix transcription factor GTL1 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN437_c2_g2_i1	PREDICTED: ethylene-responsive transcription factor 5 [Fragaria vesca subsp. vesca]
TRINITY_DN4391_c0_g1_i14	PREDICTED: trihelix transcription factor GT-2 [Fragaria vesca subsp. vesca]
TRINITY_DN4391_c0_g2_i1	trihelix transcription factor GT-2A [Fragaria x ananassa]
