GO_ID	GO_Tier2_ID	GO_Tier1_ID	Tier_Level
GO:0030877_beta-catenin destruction complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0030895_apolipoprotein B mRNA editing enzyme complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0030896_checkpoint clamp complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0030929_ADPG pyrophosphorylase complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0030956_glutamyl-tRNA(Gln) amidotransferase complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0030990_intraciliary transport particle	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0030991_intraciliary transport particle A	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0030992_intraciliary transport particle B	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0030993_axonemal heterotrimeric kinesin-II complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031012_extracellular matrix	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0031074_nucleocytoplasmic transport complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031080_nuclear pore outer ring	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031082_BLOC complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031105_septin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031209_SCAR complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031224_intrinsic component of membrane	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0031250_anaerobic ribonucleoside-triphosphate reductase complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031251_PAN complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031252_cell leading edge	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0031254_cell trailing edge	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0031256_leading edge membrane	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0031257_cell trailing edge membrane	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0031262_Ndc80 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031298_replication fork protection complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031389_Rad17 RFC-like complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031390_Ctf18 RFC-like complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031395_bursicon neuropeptide hormone complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031422_RecQ family helicase-topoisomerase III complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031430_M band	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0031431_Dbf4-dependent protein kinase complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031499_TRAMP complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031511_Mis6-Sim4 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031518_CBF3 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031519_PcG protein complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031521_spitzenkorper	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031522_cell envelope Sec protein transport complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031523_Myb complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031592_centrosomal corona	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0031617_NMS complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031672_A band	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0031673_H zone	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0031674_I band	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0031680_G-protein beta_gamma-subunit complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031838_haptoglobin-hemoglobin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031910_cytostome	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0031911_cytoproct	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0031912_oral apparatus	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0031941_filamentous actin	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0031974_membrane-enclosed lumen	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0031975_envelope	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0031977_thylakoid lumen	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0031984_organelle subcompartment	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0032039_integrator complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0032045_guanyl-nucleotide exchange factor complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0032116_SMC loading complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0032123_deep fiber	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0032126_eisosome	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0032153_cell division site	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0032158_septin band	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0032161_cleavage apparatus septin structure	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0032178_medial membrane band	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0032179_germ tube	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0032299_ribonuclease H2 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0032311_angiogenin-PRI complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0032426_stereocilium tip	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0032432_actin filament bundle	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0032433_filopodium tip	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0032437_cuticular plate	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0032449_CBM complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0032517_SOD1-calcineurin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0032545_CURI complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0032579_apical lamina of hyaline layer	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0032584_growth cone membrane	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0032766_NHE3_E3KARP_ACTN4 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0032797_SMN complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0032807_DNA ligase IV complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0032992_protein-carbohydrate complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0032993_protein-DNA complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0032994_protein-lipid complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0032996_Bcl3-Bcl10 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0033012_porosome	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0033061_DNA recombinase mediator complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0033101_cellular bud membrane	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0033104_type VI protein secretion system complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0033150_cytoskeletal calyx	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0033172_gas vesicle shell	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0033186_CAF-1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0033193_Lsd1_2 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0033256_I-kappaB_NF-kappaB complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0033268_node of Ranvier	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0033269_internode region of axon	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0033270_paranode region of axon	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0033551_monopolin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0033557_Slx1-Slx4 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0033588_Elongator holoenzyme complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0033593_BRCA2-MAGE-D1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0033596_TSC1-TSC2 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0033597_mitotic checkpoint complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0033607_SOD1-Bcl-2 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0033774_basal labyrinth	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0034044_exomer complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034064_Tor2-Mei2-Ste11 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034081_polyketide synthase complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034099_luminal surveillance complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034270_Cvt complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034388_Pwp2p-containing subcomplex of 90S preribosome	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034399_nuclear periphery	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0034451_centriolar satellite	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0034455_t-UTP complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034456_UTP-C complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034457_Mpp10 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034464_BBSome	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034518_RNA cap binding complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034646_organelle-enclosing lipid monolayer	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0034657_GID complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034663_endoplasmic reticulum chaperone complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034692_E.F.G complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034716_Gemin3-Gemin4-Gemin5 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034717_Gemin6-Gemin7-unrip complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034741_APC-tubulin-IQGAP1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034743_APC-IQGAP complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034744_APC-IQGAP1-Cdc42 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034745_APC-IQGAP1-Rac1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034746_APC-IQGAP1-CLIP-170 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034748_Par3-APC-KIF3A complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034749_Scrib-APC complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034750_Scrib-APC-beta-catenin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034973_Sid2-Mob1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034974_Swi5-Swi2 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034977_ABIN2-NFKB1-MAP3K8 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034978_PDX1-PBX1b-MRG1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0034992_microtubule organizing center attachment site	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0034996_RasGAP-Fyn-Lyn-Yes complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0035059_RCAF complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0035145_exon-exon junction complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0035182_female germline ring canal outer rim	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0035183_female germline ring canal inner rim	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0035253_ciliary rootlet	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0035301_Hedgehog signaling complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0035649_Nrd1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0035658_Mon1-Ccz1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0035686_sperm fibrous sheath	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0035693_NOS2-CD74 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0035748_myelin sheath abaxonal region	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0035749_myelin sheath adaxonal region	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0035808_meiotic recombination initiation complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0035843_endonuclear canal	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0035859_Seh1-associated complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0035869_ciliary transition zone	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0036007_scintillon	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0036038_MKS complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0036063_acroblast	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0036117_hyaluranon cable	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0036125_fatty acid beta-oxidation multienzyme complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0036224_pairing center	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0036284_tubulobulbar complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0036286_eisosome filament	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0036338_viral membrane	GO:0044423_virion part	cellular_component	Tier3
GO:0036375_Kibra-Ex-Mer complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0036379_myofilament	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0036398_TCR signalosome	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0036452_ESCRT complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0036454_growth factor complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0036457_keratohyalin granule	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0036477_somatodendritic compartment	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0036501_UFD1-NPL4 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0038045_large latent transforming growth factor-beta complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0038059_IKKalpha-IKKalpha complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0038201_TOR complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0039624_viral outer capsid	GO:0044423_virion part	cellular_component	Tier3
GO:0039625_viral inner capsid	GO:0044423_virion part	cellular_component	Tier3
GO:0039626_viral intermediate capsid	GO:0044423_virion part	cellular_component	Tier3
GO:0039642_virion nucleoid	GO:0044423_virion part	cellular_component	Tier3
GO:0039658_TBK1-IKKE-DDX3 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0042272_nuclear RNA export factor complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0042555_MCM complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0042587_glycogen granule	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0042597_periplasmic space	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0042641_actomyosin	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0042716_plasma membrane-derived chromatophore	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0042718_yolk granule	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0042763_intracellular immature spore	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0042995_cell projection	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043034_costamere	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043036_starch grain	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043159_acrosomal matrix	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043188_cell septum edging	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043194_axon initial segment	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043196_varicosity	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043198_dendritic shaft	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043203_axon hillock	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043204_perikaryon	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043209_myelin sheath	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043218_compact myelin	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043219_lateral loop	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043220_Schmidt-Lanterman incisure	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043226_organelle	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043235_receptor complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0043240_Fanconi anaemia nuclear complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0043245_extraorganismal space	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043256_laminin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0043265_ectoplasm	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043291_RAVE complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0043293_apoptosome	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0043493_viral terminase complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0043511_inhibin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0043514_interleukin-12 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0043529_GET complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0043564_Ku70:Ku80 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0043592_exosporium	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043593_endospore coat	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043595_endospore cortex	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043662_peribacteroid fluid	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043668_exine	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043669_ectexine	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043670_foot layer	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043671_endexine	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043672_nexine	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043673_sexine	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043674_columella	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043675_sculpture element	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043676_tectum	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043678_intine	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043680_filiform apparatus	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0043684_type IV secretion system complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0043845_DNA polymerase III_proofreading complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0043846_DNA polymerase III_clamp loader complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0043847_DNA polymerase III_clamp loader chi_psi subcomplex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0043850_RecFOR complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0044099_polar tube	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0044100_sporoplasm	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0044195_nucleoplasmic reticulum	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0044216_other organism cell	GO:0044217_other organism part	cellular_component	Tier3
GO:0044218_other organism cell membrane	GO:0044217_other organism part	cellular_component	Tier3
GO:0044224_juxtaparanode region of axon	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0044232_organelle membrane contact site	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0044280_subplasmalemmal coating	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0044290_mitochondrial intracristal space	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0044292_dendrite terminus	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0044297_cell body	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0044298_cell body membrane	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0044303_axon collateral	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0044304_main axon	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0044306_neuron projection terminus	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0044322_endoplasmic reticulum quality control compartment	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0044326_dendritic spine neck	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0044327_dendritic spine head	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0044609_DBIRD complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0044611_nuclear pore inner ring	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0044612_nuclear pore linkers	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0044613_nuclear pore central transport channel	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0044614_nuclear pore cytoplasmic filaments	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0044615_nuclear pore nuclear basket	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0044672_acetyl-CoA decarbonylase_synthase-carbon monoxide dehydrogenase complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0044675_formyl-methanofuran dehydrogenase (tungsten enzyme) complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0044676_formyl-methanofuran dehydrogenase (molybdenum enzyme) complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0044677_methyl-tetrahydromethanopterin:coenzyme M methyltransferase complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0044697_HICS complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0044776_DNA polymerase III_core complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0044777_single-stranded DNA-binding protein complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0044796_DNA polymerase processivity factor complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0044815_DNA packaging complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0044816_Nsk1-Dlc1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0045169_fusome	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0045171_intercellular bridge	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0045177_apical part of cell	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0045178_basal part of cell	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0045239_tricarboxylic acid cycle enzyme complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0045293_mRNA editing complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0045298_tubulin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0046536_dosage compensation complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0046691_intracellular canaliculus	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0046727_capsomere	GO:0044423_virion part	cellular_component	Tier3
GO:0046729_viral procapsid	GO:0044423_virion part	cellular_component	Tier3
GO:0046798_viral portal complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0046798_viral portal complex	GO:0044423_virion part	cellular_component	Tier3
GO:0046806_viral scaffold	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0046806_viral scaffold	GO:0044423_virion part	cellular_component	Tier3
GO:0046808_assemblon	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0046818_dense nuclear body	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0046821_extrachromosomal DNA	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0046868_mesosome	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0048180_activin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0048189_Lid2 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0048217_pectic matrix	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0048222_glycoprotein network	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0048223_hemicellulose network	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0048224_lignin network	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0048225_suberin network	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0048226_Casparian strip	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0048471_perinuclear region of cytoplasm	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0048786_presynaptic active zone	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0051233_spindle midzone	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0051286_cell tip	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0055036_virion membrane	GO:0044423_virion part	cellular_component	Tier3
GO:0055044_symplast	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0055087_Ski complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0055120_striated muscle dense body	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0060104_surface coat of collagen and cuticulin-based cuticle extracellular matrix	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0060105_epicuticle of collagen and cuticulin-based cuticle extracellular matrix	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0060106_cortical layer of collagen and cuticulin-based cuticle extracellular matrix	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0060107_annuli extracellular matrix	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0060108_annular furrow extracellular matrix	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0060109_medial layer of collagen and cuticulin-based cuticle extracellular matrix	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0060110_basal layer of collagen and cuticulin-based cuticle extracellular matrix	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0060111_alae of collagen and cuticulin-based cuticle extracellular matrix	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0060187_cell pole	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0060417_yolk	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0060418_yolk plasma	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0061574_ASAP complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0061576_acyl-CoA ceramide synthase complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0061645_endocytic patch	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0061671_Cbp3p-Cbp6 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0061696_pituitary gonadotropin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0061700_GATOR2 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0061702_inflammasome complex	GO:0032991_protein-containing complex	cellular_component	Tier3
